
"Population estimates - local authority based by single year of age"
"ONS Crown Copyright Reserved [from Nomis on 30 March 2023]"
"Gender     :","Total"
"Age        :","Aged 5-9"

"local authority: county / unitary (as of April 2021)","mnemonic","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"York","E06000014",8951,9211,9439,9826,10183,10462,10625,10888,10853,10798,10813,10724,9873
"North Yorkshire","E10000023",30821,30665,30904,31340,31908,32339,32868,33322,33725,33666,33495,33304,31334
"Barnsley","E08000016",12210,12317,12695,13163,13605,13875,14162,14413,14760,14911,14959,15131,14277
"Doncaster","E08000017",16538,16728,17091,17557,18199,18874,19267,19549,19746,19734,19491,19448,18088
"Rotherham","E08000018",14575,14474,14748,15072,15438,15896,16240,16364,16700,16730,16803,16641,15991
"Sheffield","E08000019",29071,29621,30469,31449,32493,33136,33864,34061,34340,34436,34000,33829,31995
"Bradford","E08000032",36208,36684,37648,38324,39155,40024,40639,40733,41354,41189,41289,41184,39428
"Calderdale","E08000033",11828,11840,12012,12337,12632,12770,13057,13272,13495,13576,13588,13478,12796
"Kirklees","E08000034",25304,25653,26147,26691,27396,27912,28270,28787,29277,29366,29272,29227,27460
"Leeds","E08000035",38888,39606,40845,42193,43804,45393,47092,48127,49369,50276,50443,50607,49562
"Wakefield","E08000036",17527,17465,17788,18259,18828,19280,19851,20226,20936,21454,21731,21923,21037
"Derby","E06000015",14480,14698,15089,15660,16290,16803,17367,17798,18014,17889,17722,17468,16835
"Leicester","E06000016",19911,20384,20906,21455,22373,23153,23616,24128,24659,24784,24703,24955,24780
"Nottingham","E06000018",15457,15864,16475,17119,17832,18515,19048,19531,19958,20257,20445,20583,19267
"Rutland","E06000017",1854,1844,1881,1912,1917,1946,1959,1943,1907,1988,2011,1985,1984
"Derbyshire","E10000007",40111,39956,40524,41217,42204,42660,43249,43563,44409,44530,44849,44592,42906
"Leicestershire","E10000018",35073,34887,35284,36341,37353,37742,38616,39435,40425,40779,41148,41402,39977
"Lincolnshire","E10000019",35399,35009,35176,35979,37249,38396,39590,40791,42248,42764,43363,43879,41090
"Nottinghamshire","E10000024",41472,41348,42078,43300,44634,45803,46964,48138,49334,49617,49754,49549,47024
"North Northamptonshire","E06000061",18637,18623,19086,19950,20625,21216,22043,22648,23176,23419,23618,23599,22391
"West Northamptonshire","E06000062",21926,22033,22471,23138,24178,24826,25688,26272,26876,27135,27321,27373,26343
"Herefordshire, County of","E06000019",9313,9185,9170,9396,9733,9888,10108,10418,10620,10757,10753,10626,9495
"Shropshire","E06000051",15565,15544,15604,15949,16179,16353,16571,16852,16936,16797,16913,16657,16218
"Stoke-on-Trent","E06000021",13748,13993,14333,14834,15572,15959,16124,16522,16980,17143,17457,17595,16871
"Telford and Wrekin","E06000020",10005,9859,10089,10459,10782,11062,11447,11738,12015,12264,12397,12287,11821
"Staffordshire","E10000028",44476,44505,44940,45934,47087,47500,47922,48518,48980,49041,48964,48772,47653
"Warwickshire","E10000031",29024,29044,29352,30113,30806,31562,32095,32764,33268,33742,34051,34366,34018
"Birmingham","E08000025",71666,72897,74724,76517,78580,80403,81126,81658,82968,83354,82830,82950,81012
"Coventry","E08000026",17855,18135,18553,19407,20407,21149,22181,22969,23657,24171,24304,24350,21890
"Dudley","E08000027",17521,17768,18057,18197,18703,18944,19148,19369,19797,20084,20248,20128,19758
"Sandwell","E08000028",19027,19571,20261,20820,21658,22488,22952,23221,23870,24367,24257,24358,24428
"Solihull","E08000029",11527,11587,11688,12060,12295,12441,12674,13127,13605,13695,13986,14145,13693
"Walsall","E08000030",16507,16642,17072,17322,17694,18239,18599,19054,19620,19733,19992,20105,19518
"Wolverhampton","E08000031",14004,14250,14497,14915,15656,16133,16681,17364,17973,18259,18868,19058,17748
"Worcestershire","E10000034",29860,29854,30090,30810,31662,32172,32533,33181,33804,34368,34655,34820,33339
"Bedford","E06000055",9223,9264,9429,9580,9958,10390,10805,11095,11467,11706,11877,11961,11779
"Central Bedfordshire","E06000056",14852,14840,15001,15614,16196,16693,17258,17789,18232,18569,18891,19331,18585
"Luton","E06000032",13386,13841,14323,14668,15236,15814,16264,16696,16980,17052,17190,17510,16605
"Peterborough","E06000031",11035,11258,11492,11930,12530,13051,13647,14310,15060,15702,16152,16497,15763
"Southend-on-Sea","E06000033",9400,9431,9606,9964,10404,10882,11211,11416,11604,11716,11704,11601,10853
"Thurrock","E06000034",9703,9921,10273,10798,11421,11798,12144,12551,12854,12953,13148,13530,12635
"Cambridgeshire","E10000003",33102,33449,33852,34792,35731,37025,38109,38977,39805,40361,40458,40565,38753
"Essex","E10000012",77120,77215,77907,79986,82194,84118,86302,87880,89882,91019,91767,92124,89088
"Hertfordshire","E10000015",65305,65716,66775,68847,71821,74036,77021,79282,80987,80867,80845,80153,76171
"Norfolk","E10000020",41852,41712,41910,43374,45013,46466,47975,49286,50210,50533,50732,50546,48383
"Suffolk","E10000029",38973,39032,39695,40440,41448,42240,43391,44344,44970,44872,44893,43985,41637
"Camden","E09000007",10860,10890,10907,11394,12099,12703,13511,14367,14987,15567,15902,16334,9802
"City of London","E09000001",167,178,186,195,208,243,278,352,405,474,544,646,160
"Hackney","E09000012",14865,15061,15539,16172,16612,16956,17482,17821,18115,18511,18472,18589,15131
"Hammersmith and Fulham","E09000013",8403,8523,8667,9201,9515,9982,10308,10710,11078,11408,11313,11105,8775
"Haringey","E09000014",15495,15633,15817,16055,16324,16621,16930,16707,16848,16986,17115,17086,14765
"Islington","E09000019",9398,9498,9581,10114,10570,10894,11347,11772,12185,12355,12542,12666,9933
"Kensington and Chelsea","E09000020",7678,7700,7689,7915,8137,8310,8417,8415,8642,8749,8674,8796,6317
"Lambeth","E09000022",15886,16031,16470,16983,17457,17917,18162,18026,18311,18405,18125,17981,14852
"Lewisham","E09000023",15883,16208,16885,17635,18649,19294,19849,20063,20346,20375,20459,20239,17993
"Newham","E09000025",19828,20349,20974,21648,22424,22959,23113,23601,24392,24966,25495,26097,23267
"Southwark","E09000028",14939,15332,15580,16399,17037,17538,18012,18696,19122,19709,19888,20208,15859
"Tower Hamlets","E09000030",14653,15190,15679,16373,17024,17735,18474,18962,19919,21062,21597,22212,17834
"Wandsworth","E09000032",14147,14403,14659,15462,16081,16819,17728,18527,18992,19602,19846,20063,16956
"Westminster","E09000033",9167,9531,9753,10331,10860,11566,12439,13233,14063,14739,15244,15597,7792
"Barking and Dagenham","E09000002",12967,13727,14497,15724,16917,18010,18773,19296,19367,19188,19137,19042,18191
"Barnet","E09000003",21319,21683,22651,23713,24628,25541,26288,27013,27672,27839,27799,27699,25105
"Bexley","E09000004",13760,13925,14073,14512,15232,15684,16056,16511,16692,16465,16609,16759,16105
"Brent","E09000005",17714,18183,18770,19524,20013,20535,21012,21304,22094,22447,22741,22934,19777
"Bromley","E09000006",17847,17906,18267,19019,19747,20275,21034,21415,21992,22263,22163,22041,20556
"Croydon","E09000008",21979,22489,23341,24690,25796,26549,27160,27749,27789,27394,27271,26998,24844
"Ealing","E09000009",19325,19843,20508,21327,22350,23020,23533,23988,24414,24470,24736,24561,22008
"Enfield","E09000010",19733,20398,21177,22154,23120,23893,24562,24953,25085,24947,24671,24519,22503
"Greenwich","E09000011",15090,15603,16458,17296,18228,19098,19535,19794,20293,20584,20493,20682,18726
"Harrow","E09000015",13843,14225,14551,14907,15310,15698,16056,16125,16645,16783,17137,17429,16062
"Havering","E09000016",12975,13165,13307,13710,14222,14814,15198,15648,16191,16510,16824,17251,16913
"Hillingdon","E09000017",16293,16553,17065,17874,18805,19642,20341,21024,21635,21776,22126,22455,20402
"Hounslow","E09000018",13886,14496,15064,15883,16914,17681,18208,18707,19370,19871,19895,19955,18940
"Kingston upon Thames","E09000021",8665,8837,9055,9554,10186,10812,11225,11622,11848,11896,11959,12116,10437
"Merton","E09000024",10997,11276,11452,12095,12667,12972,13377,13777,14123,14324,14423,14340,13258
"Redbridge","E09000026",18131,18613,19274,19879,20608,21174,21635,21742,21729,21677,21591,21544,21643
"Richmond upon Thames","E09000027",10778,10941,11258,11865,12424,13014,13658,14072,14363,14297,14102,13736,12720
"Sutton","E09000029",10857,11003,11165,11830,12322,12813,13282,13817,14294,14506,14580,14806,14221
"Waltham Forest","E09000031",15521,16192,16633,17335,17905,18283,18606,18972,19614,19710,19519,19847,17460
"Bracknell Forest","E06000036",6603,6621,6722,7132,7550,7969,8271,8478,8489,8472,8236,8139,7802
"Brighton and Hove","E06000043",13005,13213,13275,13577,14092,14355,14646,14615,14788,14713,14438,14446,13018
"Isle of Wight","E06000046",6661,6569,6568,6729,6794,6869,6904,6887,6980,7031,7172,7232,6798
"Medway","E06000035",15883,15830,16136,16445,16816,17245,17842,18133,18608,18864,19107,19186,18280
"Milton Keynes","E06000042",15597,15988,16711,17531,18491,19236,20139,20866,21244,21235,21097,20962,20194
"Portsmouth","E06000044",10509,10712,11121,11614,12098,12432,12912,13147,13191,13187,12996,12902,12118
"Reading","E06000038",8103,8318,8622,9203,9832,10392,10899,11047,11190,11198,11135,11059,10490
"Slough","E06000039",9057,9476,10080,10725,11280,11838,12335,12675,12884,13027,13065,13070,12671
"Southampton","E06000045",11339,11435,11917,12441,13169,13717,14272,14815,15242,15475,15600,15791,14262
"West Berkshire","E06000037",9159,9017,9050,9394,9761,9880,10146,10421,10459,10315,10255,10055,9638
"Windsor and Maidenhead","E06000040",8361,8420,8698,8864,9085,9311,9666,9842,9902,9852,9755,9554,9201
"Wokingham","E06000041",9416,9495,9644,10026,10419,10663,11035,11598,11965,12239,12350,12380,12118
"Buckinghamshire","E06000060",30863,30788,31030,31924,33047,33934,34917,36039,36651,36951,36999,37013,35010
"East Sussex","E10000011",26942,26816,27081,27905,28654,29262,30189,30769,31073,31167,31046,30825,28558
"Hampshire","E10000014",72480,72710,73804,75790,78019,79363,81119,82509,83682,83854,83818,83258,80987
"Kent","E10000016",82638,83002,84510,86899,89488,91794,94341,96644,98657,99580,100432,100441,94935
"Oxfordshire","E10000025",35556,35702,36257,37842,39098,39849,40725,41940,42546,42783,42916,43135,40842
"Surrey","E10000030",64489,65103,66148,68419,71023,72789,74824,76560,77703,77727,77786,77407,73724
"West Sussex","E10000032",42637,42762,43416,44976,46477,47794,49380,50704,51877,52172,52292,52079,49788
"Bath and North East Somerset","E06000022",8736,8749,8740,9073,9297,9613,9887,10185,10312,10502,10562,10628,10053
"Bristol, City of","E06000023",21675,22208,23069,24086,25202,26052,26985,27645,28141,28151,28160,28043,26638
"Cornwall","E06000052",26227,26004,26213,27161,27825,28621,29327,30134,31085,31853,32157,32354,30245
"Isles of Scilly","E06000053",105,103,105,118,124,114,113,126,119,123,114,120,105
"North Somerset","E06000024",11096,11015,11093,11263,11619,11886,12250,12537,12867,12940,13030,12910,12228
"Plymouth","E06000026",12657,12730,13067,13438,13890,14294,14704,15245,15809,15831,15996,16096,15067
"Bournemouth, Christchurch and Poole","E06000058",17272,17493,17771,18642,19579,20393,20993,21757,22471,22544,22609,22673,21185
"South Gloucestershire","E06000025",14463,14501,14743,15160,15802,16297,16773,17137,17413,17528,17440,17402,17104
"Swindon","E06000030",11836,11981,12269,12758,13311,13799,14188,14496,15004,15097,15229,15357,15125
"Torbay","E06000027",6334,6236,6333,6492,6657,6761,6938,7135,7320,7450,7669,7616,7255
"Wiltshire","E06000054",27102,27018,27336,28070,28796,29263,30182,30904,31295,31219,31232,30780,29422
"Devon","E10000008",36234,36125,36428,37475,38492,39557,40762,41720,42640,43027,43365,43233,41273
"Dorset","E06000059",17542,17451,17601,17964,18244,18627,19098,19329,19596,19433,19362,19083,18090
"Gloucestershire","E10000013",31721,31552,31687,32487,33292,34108,35135,36111,36901,37207,37506,37617,36122
"Somerset","E10000027",27384,27254,27610,28328,29054,29846,30618,31362,31886,32182,32215,31988,30470
"Isle of Anglesey","W06000001",3546,3443,3467,3543,3697,3741,3894,4000,4055,4051,4068,3976,3846
"Gwynedd","W06000002",6242,6115,6237,6433,6594,6835,6983,6925,6926,6904,6794,6594,6234
"Conwy","W06000003",5539,5446,5520,5665,5836,5924,6077,6117,6234,6288,6237,6140,5825
"Denbighshire","W06000004",4938,4988,4970,5022,5230,5410,5529,5654,5688,5623,5667,5586,5324
"Flintshire","W06000005",8377,8417,8438,8620,9034,9215,9479,9619,9564,9430,9426,9139,8640
"Wrexham","W06000006",7434,7452,7664,8021,8271,8576,8699,8841,8843,8800,8621,8413,7958
"Powys","W06000023",6775,6705,6682,6652,6814,6848,6863,6925,6918,6780,6700,6696,6531
"Ceredigion","W06000008",3363,3341,3328,3411,3410,3395,3411,3536,3565,3601,3589,3575,3297
"Pembrokeshire","W06000009",6469,6424,6413,6572,6793,6897,6934,7058,7192,7054,6972,6897,6714
"Carmarthenshire","W06000010",9747,9690,9725,10016,10241,10363,10642,10821,10874,10864,10866,10682,10260
"Swansea","W06000011",12490,12402,12454,12561,12895,12942,13132,13367,13670,13650,13590,13507,12992
"Neath Port Talbot","W06000012",7246,7298,7354,7439,7612,7785,7854,7926,8017,8010,8041,8087,7992
"Bridgend","W06000013",7651,7619,7565,7675,7834,7845,7976,8189,8398,8494,8695,8677,8338
"Vale of Glamorgan","W06000014",7004,6929,6940,7147,7405,7633,7797,7949,8104,7990,7995,8027,7876
"Cardiff","W06000015",17533,17701,18248,19053,19986,20827,21523,22060,22352,22416,22390,22496,21491
"Rhondda Cynon Taff","W06000016",12963,13005,13231,13504,13758,14126,14287,14590,14804,14793,14675,14525,14011
"Merthyr Tydfil","W06000024",3197,3158,3184,3264,3387,3507,3591,3668,3732,3741,3715,3805,3636
"Caerphilly","W06000018",10364,10304,10429,10589,10793,10920,11212,11226,11236,11043,10911,10629,10415
"Blaenau Gwent","W06000019",3597,3512,3579,3695,3834,3889,3970,3963,3940,3995,3982,3867,3724
"Torfaen","W06000020",4891,4935,5051,5160,5284,5471,5514,5552,5626,5716,5753,5650,5366
"Monmouthshire","W06000021",4884,4830,4774,4838,4884,4923,4931,5035,4939,5001,4830,4803,4622
"Newport","W06000022",8559,8544,8591,8685,8996,9252,9505,9782,10119,10210,10267,10407,10330
"Aberdeen City","S12000033",9114,9169,9261,9579,9944,10419,10737,11095,11345,11517,11645,11752,11924
"Aberdeenshire","S12000034",13986,13943,14195,14546,15056,15742,16271,16450,16473,16216,15977,15599,15498
"Angus","S12000041",6163,6157,6052,6083,6149,6127,6173,6193,6246,6198,6225,6141,6074
"Argyll and Bute","S12000035",4275,4275,4330,4249,4310,4300,4263,4276,4379,4256,4140,3999,3932
"Clackmannanshire","S12000005",2778,2715,2723,2716,2855,2841,2832,2867,2944,2900,2872,2945,2924
"Dumfries and Galloway","S12000006",7319,7358,7448,7628,7699,7785,7773,7805,7690,7566,7424,7236,7054
"Dundee City","S12000042",6887,6921,6878,6976,7163,7405,7417,7647,7917,8005,7885,7911,7749
"East Ayrshire","S12000008",6419,6376,6416,6466,6593,6644,6681,6847,6955,6966,6830,6811,6756
"East Dunbartonshire","S12000045",5715,5668,5681,5652,5763,5846,5894,6065,6178,6273,6363,6430,6360
"East Lothian","S12000010",5438,5459,5594,5766,6040,6183,6289,6399,6479,6408,6407,6414,6390
"East Renfrewshire","S12000011",5519,5567,5568,5573,5715,5794,5947,6186,6377,6502,6572,6547,6499
"City of Edinburgh","S12000036",20232,20281,20718,21326,22542,23759,24495,25742,26192,26334,26310,26249,25549
"Na h-Eileanan Siar","S12000013",1416,1404,1433,1477,1464,1432,1432,1400,1381,1348,1342,1295,1279
"Falkirk","S12000014",8264,8368,8499,8742,8981,9225,9362,9452,9501,9345,9159,8944,8718
"Fife","S12000047",18880,19053,19217,19587,20119,20488,20856,21308,21454,21372,21176,20988,20540
"Glasgow City","S12000049",27763,27497,27193,27732,28465,29217,29881,31283,32394,32848,33195,33630,32971
"Highland","S12000017",12281,12410,12492,12530,12743,12890,12904,12958,12867,12641,12307,12249,12122
"Inverclyde","S12000018",4084,4067,4017,4111,4211,4176,4161,4189,4146,4081,4084,4001,3883
"Midlothian","S12000019",4653,4593,4680,4804,4971,5120,5246,5366,5609,5680,5857,5972,6110
"Moray","S12000020",4881,4864,4852,4938,5187,5370,5428,5545,5434,5228,5137,5000,4904
"North Ayrshire","S12000021",7256,7256,7263,7354,7346,7509,7468,7547,7501,7358,7193,7118,6950
"North Lanarkshire","S12000050",19225,19408,19578,19956,20274,20467,20489,20676,20547,20278,19905,19696,19446
"Orkney Islands","S12000023",989,1009,1048,1086,1124,1171,1170,1196,1179,1156,1134,1116,1074
"Perth and Kinross","S12000048",7491,7422,7226,7296,7400,7587,7665,7899,7976,7956,7841,7869,7818
"Renfrewshire","S12000038",9140,9153,9089,9169,9345,9447,9437,9585,9746,9767,9821,9708,9509
"Scottish Borders","S12000026",6008,5883,5893,5903,5980,6017,5978,6042,6118,6205,6241,6204,6190
"Shetland Islands","S12000027",1333,1312,1361,1367,1329,1341,1368,1363,1349,1405,1374,1341,1317
"South Ayrshire","S12000028",5466,5469,5433,5507,5634,5634,5668,5810,5766,5698,5618,5581,5499
"South Lanarkshire","S12000029",16662,16485,16509,16800,17238,17381,17519,17762,17910,17865,17842,17910,17790
"Stirling","S12000030",4849,4828,4793,4876,4821,4804,4801,4856,4858,4865,4829,4777,4771
"West Dunbartonshire","S12000039",4699,4652,4694,4821,4936,5005,5081,5231,5253,5225,5127,5007,4911
"West Lothian","S12000040",10399,10576,10766,10981,11300,11595,11670,11822,11787,11627,11484,11463,11216
"Antrim and Newtownabbey","N09000001",8602,8687,8771,9002,9338,9621,9811,9928,10042,9921,9750,9572,9373
"Armagh City, Banbridge and Craigavon","N09000002",12699,12804,13138,13617,14193,14766,15154,15550,15780,15918,15950,15875,15488
"Belfast","N09000003",18292,18105,18211,18765,19691,20457,21180,21855,22416,22487,22425,22285,21343
"Causeway Coast and Glens","N09000004",8563,8536,8507,8576,8828,8972,9094,9288,9295,9155,9057,9257,8858
"Derry City and Strabane","N09000005",9875,9662,9496,9565,9783,10152,10438,10635,10898,10823,10730,10679,10240
"Fermanagh and Omagh","N09000006",7416,7372,7415,7524,7667,7882,8075,8155,8235,8213,8173,8062,7860
"Lisburn and Castlereagh","N09000007",8042,7955,8050,8228,8527,8847,9158,9405,9589,9615,9571,9518,9591
"Mid and East Antrim","N09000008",8031,8035,8127,8213,8364,8437,8463,8488,8551,8533,8528,8551,8146
"Mid Ulster","N09000009",9253,9357,9570,9817,10182,10504,10747,11031,11137,11248,11208,11113,10995
"Newry, Mourne and Down","N09000010",11625,11569,11508,11751,12172,12547,12912,13236,13399,13374,13364,13256,13021
"Ards and North Down","N09000011",8882,8887,9028,9253,9500,9665,9792,9954,9955,9828,9790,9706,9621



