time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Referrals,Individual,Schools,Education_Services,Health_Services,Housing,LA_Services,Police,Other_legal_agency,Other,Anonymous,Unknown
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Source of referral,2982,211,736,162,272,31,533,724,95,99,119,0
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Source of referral,4586,227,1225,c,606,56,474,1214,230,341,163,c
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Source of referral,11330,1146,2104,447,1488,289,1351,2869,512,554,396,174
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Source of referral,5983,274,1337,140,754,153,519,1395,265,163,144,839
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Source of referral,5497,376,963,74,728,72,718,1910,208,299,135,14
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Source of referral,1397,82,262,c,213,21,212,444,47,62,35,c
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Source of referral,4270,434,761,70,693,86,644,1020,95,239,83,145
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Source of referral,1876,192,360,39,239,13,391,500,43,88,11,0
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Source of referral,9970,1389,1856,112,1166,269,1288,3110,268,66,359,87
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Source of referral,6360,538,1159,97,1256,150,988,1433,186,243,216,94
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Source of referral,3462,180,679,49,349,52,841,906,165,207,28,6
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Source of referral,8530,858,1993,176,1162,366,747,2214,323,473,72,146
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Source of referral,2755,117,412,45,431,67,522,929,116,73,43,0
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Source of referral,2229,210,456,9,248,31,275,680,59,215,40,6
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Source of referral,6284,583,472,686,999,107,801,1620,179,684,145,8
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Source of referral,2058,157,383,40,259,63,295,613,114,90,33,11
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Source of referral,1644,170,353,32,132,19,290,323,42,114,22,147
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Source of referral,3405,176,629,42,336,39,632,871,82,193,66,339
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Source of referral,9204,682,2287,105,1587,93,1023,2528,225,505,143,26
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Source of referral,3676,279,588,93,384,35,815,1039,172,190,75,6
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Source of referral,19435,2165,4551,8,2603,233,1606,5360,447,1765,478,219
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Source of referral,2613,244,681,0,307,41,231,766,33,262,48,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Source of referral,15805,1596,2620,145,1938,366,1976,4508,735,1563,294,64
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Source of referral,2732,343,575,23,250,81,394,770,89,107,100,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Source of referral,3083,255,791,33,331,c,529,785,70,165,90,c
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Source of referral,7066,536,1347,175,1092,73,722,2385,150,371,192,23
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Source of referral,2487,196,454,26,325,69,253,825,105,198,36,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Source of referral,3267,166,536,12,481,113,308,1198,79,292,35,47
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Source of referral,5688,261,712,62,690,c,997,2192,574,164,32,c
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Source of referral,3044,98,789,14,373,64,536,799,47,210,91,23
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Source of referral,11679,642,2095,86,1622,118,1086,4629,361,827,213,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Source of referral,1652,134,318,25,131,35,410,468,47,67,17,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Source of referral,8741,2111,1554,0,998,120,662,2690,310,39,0,257
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Source of referral,992,37,142,23,71,c,410,274,8,18,c,7
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Source of referral,907,92,142,16,129,10,97,332,51,18,20,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Source of referral,1156,141,211,c,212,8,236,231,24,74,c,9
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Source of referral,1899,124,208,99,266,66,369,505,64,69,46,83
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Source of referral,5336,455,1116,73,628,41,1094,1235,119,292,188,95
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Source of referral,3309,0,c,0,c,0,0,c,0,0,0,3302
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Source of referral,5061,532,1103,103,951,87,586,1061,109,306,210,13
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Source of referral,4847,591,882,0,726,0,885,1306,94,363,0,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Source of referral,6878,558,1151,149,992,104,1406,1845,175,262,236,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles Of Scilly,Source of referral,c,0,c,0,c,0,0,0,0,0,c,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Source of referral,1445,177,175,21,308,25,153,388,31,96,71,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Source of referral,4311,286,638,423,719,c,642,1070,121,290,91,c
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Source of referral,1301,121,260,0,157,78,247,338,28,37,35,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Source of referral,4777,621,809,104,670,61,638,1336,136,211,191,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Source of referral,2562,274,632,0,300,54,553,516,28,171,24,10
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Source of referral,3021,220,620,9,265,33,266,1122,66,180,77,163
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Source of referral,1616,127,391,0,162,20,370,351,19,91,44,41
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Source of referral,3976,366,704,112,641,101,384,1212,97,212,74,73
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Source of referral,1912,108,373,c,313,25,286,604,61,116,15,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Source of referral,93,c,14,c,9,7,23,24,c,8,0,0
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Source of referral,3940,288,857,13,796,31,444,1179,138,194,0,0
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Source of referral,1954,88,392,c,334,68,291,555,42,109,48,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Source of referral,3954,219,694,13,670,35,381,1355,125,195,12,255
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Source of referral,3076,176,635,c,418,69,467,1033,83,129,55,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Source of referral,2642,189,206,21,552,30,220,1208,33,146,37,0
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Source of referral,3405,298,576,45,731,29,326,1075,163,147,15,0
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Source of referral,2768,41,431,c,433,28,829,596,67,320,13,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Source of referral,4974,67,615,385,757,c,857,1643,77,529,21,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Source of referral,3850,378,731,48,833,46,462,720,172,284,23,153
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Source of referral,2626,108,679,46,359,c,466,634,106,145,c,73
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Source of referral,3672,209,706,23,611,56,504,1301,60,201,c,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Source of referral,1815,181,225,31,319,78,252,501,34,190,c,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Source of referral,3123,129,663,79,507,c,388,1015,106,194,23,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Source of referral,3325,188,814,48,481,94,541,817,137,154,42,9
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Source of referral,3134,281,631,c,413,99,511,952,73,136,31,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Source of referral,4048,340,940,33,738,73,485,1091,99,225,c,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Source of referral,3258,209,729,25,474,38,347,1110,93,156,77,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Source of referral,5195,395,766,c,652,10,686,1569,308,779,26,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Source of referral,3422,246,842,15,517,c,512,1000,80,177,21,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Source of referral,4110,398,986,54,452,32,460,959,525,199,45,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Source of referral,3459,177,956,21,662,89,424,840,88,140,38,24
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Source of referral,2709,170,738,19,439,34,323,746,73,97,18,52
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Source of referral,2616,218,689,c,341,52,306,799,78,95,29,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Source of referral,4363,366,734,57,738,74,496,1417,213,231,37,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Source of referral,2673,248,540,12,343,10,552,667,57,228,16,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Source of referral,1147,51,246,9,133,c,287,369,18,27,c,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Source of referral,1569,76,291,0,94,9,148,529,16,399,7,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Source of referral,4159,292,1047,c,644,33,497,1094,130,370,49,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Source of referral,1316,85,217,c,171,c,460,311,14,48,6,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Source of referral,2719,101,730,20,442,17,353,898,67,46,17,28
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Source of referral,3595,216,758,13,512,34,315,1058,36,432,76,145
2016,Reporting year,National,E92000001,England,,,,,,Source of referral,621470,57050,103670,16900,89080,9710,83250,171380,20840,38740,13770,17080
2016,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Source of referral,32650,2450,4110,1610,5830,510,5100,8960,1260,1860,810,160
2016,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Source of referral,88790,6910,12720,2750,11770,1640,11870,25910,3020,6550,2390,3280
2016,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Source of referral,69970,8870,11190,1600,10400,930,7940,18890,2150,3560,2200,2230
2016,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Source of referral,57310,5280,10460,240,8860,760,8670,14220,2180,3070,1090,2480
2016,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Source of referral,70570,5430,10090,4130,9210,930,9960,19330,2320,4290,2280,2610
2016,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Source of referral,55310,5550,10100,1490,8100,1270,7450,14940,1760,2900,1160,600
2016,Reporting year,Regional,E92000001,England,E12000007,London,,,,Source of referral,95950,7620,18430,1590,14360,1250,13350,27180,3520,6690,730,1240
2016,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Source of referral,97760,9850,18490,1120,12460,1540,11390,28120,3530,5930,1810,3520
2016,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Source of referral,53160,5100,8090,2370,8090,890,7530,13830,1100,3900,1290,980
2016,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Source of referral,38800,3380,6380,1190,6290,530,5640,11100,1130,2380,180,590
2016,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Source of referral,57150,4230,12050,400,8070,720,7710,16080,2390,4300,550,650
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Source of referral,2050,70,595,c,282,26,307,553,71,97,48,c
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Source of referral,6054,296,377,529,931,53,826,2105,254,380,303,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Source of referral,2084,183,248,0,425,26,244,700,33,194,31,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Source of referral,922,69,85,32,114,16,286,199,65,45,11,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Source of referral,2415,119,349,47,495,34,335,690,198,106,32,10
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Source of referral,2265,158,312,25,493,57,348,530,71,110,34,127
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Source of referral,1650,121,276,0,296,27,331,476,37,51,28,7
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Source of referral,5002,631,903,10,1006,61,742,1093,222,160,174,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Source of referral,1246,94,166,7,147,14,383,302,75,54,c,c
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Source of referral,1937,231,211,91,327,46,326,567,49,89,0,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Source of referral,2762,247,586,8,452,78,487,555,76,217,56,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Source of referral,4261,228,0,855,859,71,482,1192,106,359,93,16
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Source of referral,2031,225,241,c,182,8,436,642,62,167,65,c
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Source of referral,2523,228,280,19,348,32,537,741,85,148,81,23
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Source of referral,4437,463,0,936,644,96,287,994,396,435,186,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Source of referral,2082,130,360,74,296,58,286,547,96,131,95,9
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Source of referral,3749,289,696,52,526,96,458,962,126,366,178,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Source of referral,2782,261,597,0,428,35,409,564,87,323,78,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Source of referral,4469,300,0,0,68,37,0,1763,69,277,108,1847
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Source of referral,995,98,116,23,122,10,249,260,41,47,29,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Source of referral,2841,166,333,17,367,82,558,1099,121,65,33,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Source of referral,12156,1127,1436,415,1540,136,2002,3975,229,1137,159,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Source of referral,7531,568,638,847,1300,115,659,2108,339,673,275,9
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Source of referral,11368,722,2599,c,1233,284,1172,2621,323,1203,c,1019
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Source of referral,2732,254,403,10,449,22,530,797,0,210,34,23
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Source of referral,2632,156,444,c,330,38,413,955,110,98,85,c
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Source of referral,4185,175,667,62,788,82,577,1413,105,98,114,104
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Source of referral,2601,198,377,23,393,17,353,875,97,159,96,13
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Source of referral,2268,242,486,13,313,27,435,497,71,99,85,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Source of referral,2969,136,465,111,571,52,523,772,102,121,52,64
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Source of referral,1471,171,298,c,170,17,236,338,38,157,45,c
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Source of referral,2483,126,577,25,317,47,366,711,109,136,57,12
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Source of referral,1354,137,171,c,195,17,220,435,21,98,41,c
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Source of referral,4615,367,624,70,574,225,507,1522,227,146,203,150
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Source of referral,4519,367,912,26,614,104,654,1317,166,256,103,0
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Source of referral,2996,207,466,25,403,55,262,1112,99,244,102,21
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Source of referral,5549,426,1288,140,872,40,822,1297,138,438,88,0
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Source of referral,2451,108,514,c,357,c,335,637,79,123,104,146
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Source of referral,4479,468,868,8,572,48,666,1248,149,105,126,221
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Source of referral,2806,328,c,575,403,24,584,502,83,190,112,c
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Source of referral,3893,473,506,122,564,36,261,1141,159,79,97,455
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Source of referral,5716,574,678,306,814,83,848,1250,170,461,231,301
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Source of referral,10535,2707,2406,56,1155,182,29,2880,0,0,181,939
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Source of referral,1725,225,275,84,312,c,187,411,61,110,53,c
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Source of referral,1998,244,332,50,260,c,293,477,73,182,73,c
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Source of referral,3992,319,520,56,533,101,834,1234,132,139,102,22
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Source of referral,4599,457,749,87,755,c,899,1180,137,284,c,48
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Source of referral,6332,667,1175,42,1184,254,877,1068,195,459,342,69
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Source of referral,12209,1598,1322,c,2082,85,926,4248,662,708,571,c
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Source of referral,689,72,90,c,136,c,113,206,17,34,11,c
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Source of referral,3582,324,479,60,555,33,988,886,115,106,29,7
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Source of referral,8598,780,1212,47,1247,64,1700,2208,365,290,140,545
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Source of referral,3535,399,500,80,569,22,528,863,255,244,62,13
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Source of referral,4461,512,763,40,679,69,821,977,176,191,129,104
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Source of referral,5523,416,975,c,816,c,564,1593,141,571,173,214
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Source of referral,16687,1188,3814,0,2778,265,1437,4619,594,969,557,466
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Source of referral,5812,422,914,c,950,114,971,951,139,409,c,939
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Source of referral,8905,1212,1749,c,1246,131,1616,2107,387,266,c,188
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Source of referral,206,25,56,7,20,c,48,17,c,27,0,0
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Source of referral,13013,546,1658,569,2079,134,986,3976,550,865,253,1397
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Source of referral,8011,488,19,1894,949,103,874,2028,179,1099,378,0
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Source of referral,4282,242,814,256,609,40,720,716,159,500,226,0
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Source of referral,2992,199,465,19,413,26,243,1240,0,192,97,98
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Source of referral,3338,159,607,0,363,49,679,1017,265,121,49,29
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Source of referral,1812,153,458,27,200,49,242,443,53,144,43,0
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Source of referral,2761,238,498,32,487,84,249,665,68,76,19,345
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Source of referral,8468,571,899,493,1151,90,1571,2726,322,260,385,0
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Source of referral,5006,399,923,80,490,43,921,1594,184,169,197,6
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Source of referral,2036,126,356,84,169,c,685,471,33,46,52,c
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Source of referral,3899,1188,671,441,211,50,234,886,0,0,80,138
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Source of referral,5975,534,1042,146,867,96,848,1171,202,463,257,349
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Source of referral,4010,308,960,86,564,93,484,844,176,105,154,236
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Source of referral,4966,277,721,c,656,62,1223,1549,128,252,91,c
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Source of referral,1275,66,245,20,160,9,235,388,57,67,21,7
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Source of referral,3918,328,815,90,575,65,535,1067,97,239,58,49
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Source of referral,2370,185,466,20,248,14,431,766,26,170,44,0
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Source of referral,13379,1954,2426,130,1964,302,1414,3654,363,756,416,0
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Source of referral,6717,624,1049,254,1293,157,1040,1585,190,274,160,91
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Source of referral,2814,236,639,24,289,40,476,679,68,337,12,14
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Source of referral,8533,861,1891,52,1398,396,693,1897,329,488,117,411
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Source of referral,4710,254,762,46,763,104,711,1602,216,112,140,0
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Source of referral,1499,135,234,c,235,61,215,427,46,110,20,c
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Source of referral,7671,782,988,793,912,76,1353,2144,294,169,144,16
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Source of referral,2423,129,585,42,264,41,343,734,78,176,25,6
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Source of referral,1306,153,343,19,118,10,229,317,21,84,c,c
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Source of referral,3426,179,523,76,488,0,709,844,69,99,87,352
