time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Allegation (s47),240,6
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Approval removed,40,1
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,200,5
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,350,9
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Change in the status of a placement only,1100,29
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Change to/implementation of care plan,1200,31
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Child requests placement to end,80,2
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Custody arrangement,c,c
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Other,490,13
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Resignation or closure of provision,30,1
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,40,1
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Standards of care concern,60,2
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for placement change during the year,Total placements changing,3820,100
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Location of new placements during the year,Distance not known or not recorded,500,4
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,7460,56
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,410,3
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,3250,24
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1680,13
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Location of new placements during the year,Total new placements,13300,100
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Allegation (s47),90,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Approval removed,110,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,550,6
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,1040,12
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Change in the status of a placement only,1510,17
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Change to/implementation of care plan,2490,28
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Child requests placement to end,480,5
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Custody arrangement,40,~
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Other,2170,25
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Resignation or closure of provision,80,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,100,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Standards of care concern,130,2
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Total placements changing,8780,100
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Distance not known or not recorded,340,4
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,5560,63
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,160,2
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,1570,18
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1250,14
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Total new placements,8880,100
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Allegation (s47),60,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Approval removed,40,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,290,5
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,580,10
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Change in the status of a placement only,1210,20
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Change to/implementation of care plan,2380,40
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Child requests placement to end,180,3
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Custody arrangement,10,~
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Other,1030,17
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Resignation or closure of provision,50,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,70,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Standards of care concern,50,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Total placements changing,5940,100
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Distance not known or not recorded,290,5
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,3150,50
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,390,6
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,1120,18
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1300,21
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Total new placements,6250,100
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Allegation (s47),20,~
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Approval removed,10,~
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,160,4
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,290,7
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Change in the status of a placement only,960,22
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Change to/implementation of care plan,1520,36
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Child requests placement to end,140,3
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Custody arrangement,10,~
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Other,1020,24
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Resignation or closure of provision,20,~
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,100,2
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Standards of care concern,40,1
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Total placements changing,4270,100
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Distance not known or not recorded,520,5
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,4780,50
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,240,3
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,2350,25
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1610,17
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Total new placements,9490,100
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Allegation (s47),50,1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Approval removed,10,~
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,420,7
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,610,10
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Change in the status of a placement only,1220,20
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Change to/implementation of care plan,2220,36
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Child requests placement to end,240,4
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Custody arrangement,40,1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Other,1120,18
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Resignation or closure of provision,50,1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,180,3
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Standards of care concern,80,1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Total placements changing,6230,100
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Distance not known or not recorded,700,11
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,2730,44
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,730,12
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,790,13
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1250,20
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Total new placements,6200,100
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Allegation (s47),20,~
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Approval removed,c,c
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,370,9
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,630,16
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Change in the status of a placement only,540,13
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Change to/implementation of care plan,1120,27
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Child requests placement to end,180,5
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Custody arrangement,10,~
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Other,1090,27
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Resignation or closure of provision,20,1
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,40,1
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Standards of care concern,60,1
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Total placements changing,4080,100
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Distance not known or not recorded,1470,14
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,2980,29
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,20,~
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,4100,40
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1610,16
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Total new placements,10180,100
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Allegation (s47),40,1
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Approval removed,30,~
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,340,6
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,720,12
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Change in the status of a placement only,600,10
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Change to/implementation of care plan,2510,43
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Child requests placement to end,250,4
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Custody arrangement,60,1
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Other,1150,20
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Resignation or closure of provision,60,1
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,70,1
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Standards of care concern,70,1
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Total placements changing,5890,100
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Distance not known or not recorded,1960,16
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,5580,44
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,930,7
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,1710,14
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,2460,19
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Total new placements,12640,100
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Allegation (s47),50,1
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Approval removed,20,~
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,310,4
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,470,6
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Change in the status of a placement only,1480,18
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Change to/implementation of care plan,3070,37
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Child requests placement to end,210,2
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Custody arrangement,20,~
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Other,2470,30
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Resignation or closure of provision,40,~
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,100,1
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Standards of care concern,60,1
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Total placements changing,8290,100
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Distance not known or not recorded,310,4
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,3940,56
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,630,9
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,640,9
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1510,22
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Total new placements,7030,100
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Allegation (s47),30,1
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Approval removed,60,1
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,300,6
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,510,11
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Change in the status of a placement only,700,15
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Change to/implementation of care plan,1670,35
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Child requests placement to end,250,5
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Custody arrangement,20,~
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Other,1080,22
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Resignation or closure of provision,40,1
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,80,2
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Standards of care concern,50,1
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Total placements changing,4780,100
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Distance not known or not recorded,670,15
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,1030,24
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,10,~
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,1980,46
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,650,15
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Total new placements,4340,100
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Allegation (s47),20,1
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Approval removed,20,1
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,120,5
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,280,11
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Change in the status of a placement only,300,12
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Change to/implementation of care plan,930,38
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Child requests placement to end,90,4
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Custody arrangement,30,1
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Other,600,24
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Resignation or closure of provision,20,1
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,30,1
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Standards of care concern,40,1
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Total placements changing,2480,100
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Distance not known or not recorded,810,14
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,1940,33
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,10,~
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,2120,36
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,960,16
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Total new placements,5840,100
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Allegation (s47),20,1
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Approval removed,10,~
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,210,6
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,440,13
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Change in the status of a placement only,300,9
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Change to/implementation of care plan,1580,46
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Child requests placement to end,160,5
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Custody arrangement,30,1
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Other,550,16
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Resignation or closure of provision,40,1
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,40,1
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Standards of care concern,40,1
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Total placements changing,3410,100
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Location of new placements during the year,Distance not known or not recorded,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,205,68
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,45,15
