time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,accommodation_type,number,percentage
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Independent living,70,13
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,No fixed abode/homeless,c,c
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Ordinary lodgings,c,c
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Other accommodation,10,2
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Residence not known,0,0
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,"Semi-independent, transitional accommodation",110,21
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Supported lodgings,50,8
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Total,530,100
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Total information not known,20,3
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,With former foster carers,120,22
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,With parents or relatives,120,23
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Bed and breakfast,0,0
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Community home,50,3
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Deported,c,c
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Emergency accommodation,0,0
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Foyers,20,1
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Gone abroad,c,c
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,In custody,40,3
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Independent living,620,43
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,No fixed abode/homeless,c,c
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Ordinary lodgings,10,1
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Other accommodation,40,3
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Residence not known,c,c
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,"Semi-independent, transitional accommodation",120,8
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Supported lodgings,80,6
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Total,1460,100
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Total information not known,80,5
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,With former foster carers,150,10
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,With parents or relatives,240,16
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Bed and breakfast,c,c
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Community home,80,4
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Deported,0,0
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Emergency accommodation,c,c
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Foyers,20,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Gone abroad,0,0
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,In custody,40,2
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Independent living,240,14
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,No fixed abode/homeless,20,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Ordinary lodgings,10,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Other accommodation,40,2
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Residence not known,c,c
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,"Semi-independent, transitional accommodation",470,27
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Supported lodgings,100,6
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Total,1700,100
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Total information not known,50,3
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,With former foster carers,300,17
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,With parents or relatives,350,20
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Bed and breakfast,10,~
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Community home,160,4
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Deported,c,c
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Emergency accommodation,30,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Foyers,60,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Gone abroad,10,~
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,In custody,150,3
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Independent living,1800,41
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,No fixed abode/homeless,40,1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Ordinary lodgings,120,3
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Other accommodation,140,3
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Residence not known,20,~
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,"Semi-independent, transitional accommodation",400,9
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Supported lodgings,160,4
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Total,4380,100
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Total information not known,160,4
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,With former foster carers,410,9
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,With parents or relatives,720,16
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Bed and breakfast,0,0
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Community home,40,4
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Deported,0,0
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Emergency accommodation,c,c
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Foyers,10,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Gone abroad,0,0
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,In custody,30,3
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Independent living,130,12
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,No fixed abode/homeless,c,c
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Ordinary lodgings,10,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Other accommodation,40,4
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Residence not known,c,c
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,"Semi-independent, transitional accommodation",280,27
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Supported lodgings,70,7
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Total,1060,100
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Total information not known,50,5
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,With former foster carers,250,23
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,With parents or relatives,140,14
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Bed and breakfast,c,c
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Community home,110,4
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Deported,0,0
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Emergency accommodation,10,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Foyers,20,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Gone abroad,c,c
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,In custody,90,3
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Independent living,1200,44
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,No fixed abode/homeless,10,~
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Ordinary lodgings,30,1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Other accommodation,60,2
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Residence not known,10,~
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,"Semi-independent, transitional accommodation",290,11
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Supported lodgings,100,4
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Total,2730,100
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Total information not known,170,6
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,With former foster carers,300,11
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,With parents or relatives,300,11
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Bed and breakfast,c,c
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Community home,50,6
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Deported,0,0
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Emergency accommodation,c,c
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Foyers,30,3
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Gone abroad,0,0
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,In custody,30,3
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Independent living,60,7
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,No fixed abode/homeless,c,c
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Ordinary lodgings,c,c
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Other accommodation,20,2
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Residence not known,c,c
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,"Semi-independent, transitional accommodation",310,37
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Supported lodgings,50,6
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Total,840,100
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Total information not known,20,2
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,With former foster carers,160,19
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,With parents or relatives,110,13
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Bed and breakfast,c,c
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Community home,100,4
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Deported,0,0
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Emergency accommodation,10,~
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Foyers,50,2
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Gone abroad,0,0
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,In custody,60,3
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Independent living,870,37
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,No fixed abode/homeless,20,1
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Ordinary lodgings,30,1
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Other accommodation,90,4
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Residence not known,20,1
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,"Semi-independent, transitional accommodation",470,20
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Supported lodgings,100,4
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Total,2360,100
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Total information not known,120,5
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,With former foster carers,180,8
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,With parents or relatives,260,11
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Bed and breakfast,c,c
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Community home,60,5
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Deported,0,0
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Emergency accommodation,c,c
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Foyers,90,7
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Gone abroad,0,0
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,In custody,50,4
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Independent living,170,13
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,No fixed abode/homeless,10,1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Ordinary lodgings,c,c
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Other accommodation,40,3
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Residence not known,c,c
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,"Semi-independent, transitional accommodation",290,22
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Supported lodgings,80,6
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Total,1280,100
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Total information not known,50,4
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,With former foster carers,260,20
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,With parents or relatives,180,14
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Bed and breakfast,c,c
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Community home,140,4
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Deported,0,0
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Emergency accommodation,20,1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Foyers,170,5
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Gone abroad,c,c
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,In custody,140,4
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Independent living,1430,40
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,No fixed abode/homeless,20,1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Ordinary lodgings,40,1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Other accommodation,130,4
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Residence not known,20,1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,"Semi-independent, transitional accommodation",360,10
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Supported lodgings,180,5
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Total,3580,100
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Total information not known,230,6
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,With former foster carers,280,8
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,With parents or relatives,410,11
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Bed and breakfast,c,c
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Community home,40,4
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Deported,0,0
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Emergency accommodation,10,1
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Foyers,20,2
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Gone abroad,0,0
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,In custody,20,1
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Independent living,110,9
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,No fixed abode/homeless,10,1
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Ordinary lodgings,10,1
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Other accommodation,30,3
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Residence not known,c,c
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,"Semi-independent, transitional accommodation",420,35
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Supported lodgings,90,7
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Total,1200,100
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Total information not known,60,5
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,With former foster carers,200,17
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,With parents or relatives,170,14
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Bed and breakfast,10,~
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Community home,120,4
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Deported,0,0
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Emergency accommodation,30,1
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Foyers,90,3
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Gone abroad,c,c
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,In custody,100,3
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Independent living,1100,33
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,No fixed abode/homeless,40,1
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Ordinary lodgings,50,2
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Other accommodation,160,5
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Residence not known,50,2
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,"Semi-independent, transitional accommodation",510,16
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Supported lodgings,200,6
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Total,3300,100
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Total information not known,200,6
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,With former foster carers,240,7
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,With parents or relatives,380,12
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Bed and breakfast,c,c
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Community home,70,3
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Deported,c,c
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Emergency accommodation,c,c
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Foyers,20,1
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Gone abroad,c,c
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,In custody,90,4
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Independent living,150,6
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,No fixed abode/homeless,c,c
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Ordinary lodgings,c,c
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Other accommodation,50,2
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Residence not known,10,~
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,"Semi-independent, transitional accommodation",1250,49
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Supported lodgings,90,4
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Total,2570,100
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Total information not known,140,5
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,With former foster carers,470,18
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,With parents or relatives,200,8
