time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2021,Reporting year,National,E92000001,England,Placement,1b.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,20,~
2021,Reporting year,National,E92000001,England,Placement,1b.1ii With relative or friend not FFA/concurrent planning,3830,5
2021,Reporting year,National,E92000001,England,Placement,1b.2 Total foster placements outside council boundary with other foster carer,19100,24
2021,Reporting year,National,E92000001,England,Placement,1b.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,300,~
2021,Reporting year,National,E92000001,England,Placement,1b.2ii With other foster carer not FFA/concurrent planning,18810,23
2021,Reporting year,National,E92000001,England,Placement,2. Total placed for adoption,2270,3
2021,Reporting year,National,E92000001,England,Placement,2a Placed for adoption with consent with current foster carer,50,~
2021,Reporting year,National,E92000001,England,Placement,2b Placed for adoption with placement order with current foster carer,310,~
2021,Reporting year,National,E92000001,England,Placement,2c Placed for adoption with consent not with current foster carer,240,~
2021,Reporting year,National,E92000001,England,Placement,2d Placed for adoption with placement order not with current foster carer,1670,2
2021,Reporting year,National,E92000001,England,Placement,3. Total placed with parents or other person with parental responsibility,5910,7
2021,Reporting year,National,E92000001,England,Placement,4. Total other placements in the community,1860,2
2021,Reporting year,National,E92000001,England,Placement,4a Living independently,1860,2
2021,Reporting year,National,E92000001,England,Placement,4b Residential employment,0,0
2021,Reporting year,National,E92000001,England,Placement,"5. Total secure units, children's homes and semi-independent living accommodation",11550,14
2021,Reporting year,National,E92000001,England,Placement,5a Secure unit placement inside the council boundary,20,~
2021,Reporting year,National,E92000001,England,Placement,5b Secure unit placement outside the council boundary,120,~
2021,Reporting year,National,E92000001,England,Placement,5c Total children's homes subject to children's homes regulations,7230,9
2021,Reporting year,National,E92000001,England,Placement,5c.1 Children's home placement inside the council boundary,2450,3
2021,Reporting year,National,E92000001,England,Placement,5c.2 Children's home placement outside the council boundary,4780,6
2021,Reporting year,National,E92000001,England,Placement,5d Semi-independent living accommodation not subject to children's homes regulations,4180,5
2021,Reporting year,National,E92000001,England,Placement,6. Total other residential settings,1120,1
2021,Reporting year,National,E92000001,England,Placement,6a Residential care homes,400,~
2021,Reporting year,National,E92000001,England,Placement,6b NHS Trust providing medical or nursing care,170,~
2021,Reporting year,National,E92000001,England,Placement,6c Family centre or mother and baby unit,280,~
2021,Reporting year,National,E92000001,England,Placement,6d Young offenders institution or prison,280,~
2021,Reporting year,National,E92000001,England,Placement,7. Total residential schools,120,~
2021,Reporting year,National,E92000001,England,Placement,8. Total other placements,690,1
2021,Reporting year,National,E92000001,England,Placement,Total children,80850,100
2021,Reporting year,National,E92000001,England,Placement stability,Total children,80850,100
2021,Reporting year,National,E92000001,England,Placement stability,With 1 placement during the year,56910,70
2021,Reporting year,National,E92000001,England,Placement stability,With 2 placements during the year,16710,21
2021,Reporting year,National,E92000001,England,Placement stability,With 3 or more placements during the year,7230,9
2020,Reporting year,National,E92000001,England,Age group,1 to 4 years,10800,14
2020,Reporting year,National,E92000001,England,Age group,10 to 15 years,31360,39
2020,Reporting year,National,E92000001,England,Age group,16 years and over,19010,24
2020,Reporting year,National,E92000001,England,Age group,5 to 9 years,14690,18
2020,Reporting year,National,E92000001,England,Age group,Total children,80000,100
2020,Reporting year,National,E92000001,England,Age group,Under 1 year,4130,5
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,51730,65
2020,Reporting year,National,E92000001,England,Category of need,N2. Child's disability,2170,3
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,2300,3
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,6070,8
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,11220,14
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,1060,1
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,100,~
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,5350,7
2020,Reporting year,National,E92000001,England,Category of need,Total children,80000,100
2020,Reporting year,National,E92000001,England,Ethnicity,1. Total White,59440,74
2020,Reporting year,National,E92000001,England,Ethnicity,1a. White British,55680,70
2020,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,200,~
2020,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,140,~
2020,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,520,1
2020,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,2900,4
2020,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,7940,10
2020,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,2770,3
2020,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,900,1
2020,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,1570,2
2020,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,2700,3
2020,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,3570,4
2020,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,300,~
2020,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,1020,1
2020,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,420,1
2020,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,90,~
2020,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1750,2
2020,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",5880,7
2020,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,1350,2
2020,Reporting year,National,E92000001,England,Ethnicity,4b. African,3290,4
2020,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,1240,2
2020,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,2820,4
2020,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,340,~
2020,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,30,~
2020,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,310,~
2020,Reporting year,National,E92000001,England,Ethnicity,Total children,80000,100
2020,Reporting year,National,E92000001,England,Gender,Female,35050,44
2020,Reporting year,National,E92000001,England,Gender,Male,44950,56
2020,Reporting year,National,E92000001,England,Gender,Total children,80000,100
2020,Reporting year,National,E92000001,England,Legal status,Care orders,61350,77
2020,Reporting year,National,E92000001,England,Legal status,Detained for child protection,30,~
2020,Reporting year,National,E92000001,England,Legal status,Placement order granted,5030,6
2020,Reporting year,National,E92000001,England,Legal status,Total children,80000,100
2020,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,13310,17
2020,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,280,~
2020,Reporting year,National,E92000001,England,Motherhood status,All mothers aged 12 or over looked after at 31 March,260,1
2020,Reporting year,National,E92000001,England,Motherhood status,All females aged 12 or over looked after at 31 March,17470,100
2020,Reporting year,National,E92000001,England,Placement,1. Total foster placements,57000,71
2020,Reporting year,National,E92000001,England,Placement,1a Total foster placements inside council boundary,34650,43
2020,Reporting year,National,E92000001,England,Placement,1a.1 Total foster placements inside council boundary with relative or friend,8120,10
2020,Reporting year,National,E92000001,England,Placement,1a.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,20,~
2020,Reporting year,National,E92000001,England,Placement,1a.1ii With relative or friend not FFA/concurrent planning,8090,10
2020,Reporting year,National,E92000001,England,Placement,1a.2 Total foster placements inside council boundary with other foster carer,26540,33
2020,Reporting year,National,E92000001,England,Placement,1a.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,120,~
2020,Reporting year,National,E92000001,England,Placement,1a.2ii With other foster carer not FFA/concurrent planning,26420,33
2020,Reporting year,National,E92000001,England,Placement,1b Total foster placements outside council boundary,22340,28
2020,Reporting year,National,E92000001,England,Placement,1b.1 Total foster placements outside council boundary with relative or friend,3470,4
2020,Reporting year,National,E92000001,England,Placement,1b.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,10,~
2020,Reporting year,National,E92000001,England,Placement,1b.1ii With relative or friend not FFA/concurrent planning,3460,4
2020,Reporting year,National,E92000001,England,Placement,1b.2 Total foster placements outside council boundary with other foster carer,18870,24
2020,Reporting year,National,E92000001,England,Placement,1b.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,170,~
2020,Reporting year,National,E92000001,England,Placement,1b.2ii With other foster carer not FFA/concurrent planning,18710,23
2020,Reporting year,National,E92000001,England,Placement,2. Total placed for adoption,2270,3
2020,Reporting year,National,E92000001,England,Placement,2a Placed for adoption with consent with current foster carer,50,~
2020,Reporting year,National,E92000001,England,Placement,2b Placed for adoption with placement order with current foster carer,310,~
2020,Reporting year,National,E92000001,England,Placement,2c Placed for adoption with consent not with current foster carer,280,~
2020,Reporting year,National,E92000001,England,Placement,2d Placed for adoption with placement order not with current foster carer,1620,2
2020,Reporting year,National,E92000001,England,Placement,3. Total placed with parents or other person with parental responsibility,5510,7
2020,Reporting year,National,E92000001,England,Placement,4. Total other placements in the community,2480,3
2020,Reporting year,National,E92000001,England,Placement,4a Living independently,2480,3
2020,Reporting year,National,E92000001,England,Placement,4b Residential employment,c,c
2020,Reporting year,National,E92000001,England,Placement,"5. Total secure units, children's homes and semi-independent living accommodation",11080,14
2020,Reporting year,National,E92000001,England,Placement,5a Secure unit placement inside the council boundary,20,~
2020,Reporting year,National,E92000001,England,Placement,5b Secure unit placement outside the council boundary,110,~
2020,Reporting year,National,E92000001,England,Placement,5c Total children's homes subject to children's homes regulations,6930,9
2020,Reporting year,National,E92000001,England,Placement,5c.1 Children's home placement inside the council boundary,2370,3
2020,Reporting year,National,E92000001,England,Placement,5c.2 Children's home placement outside the council boundary,4550,6
2020,Reporting year,National,E92000001,England,Placement,5d Semi-independent living accommodation not subject to children's homes regulations,4030,5
2020,Reporting year,National,E92000001,England,Placement,6. Total other residential settings,1050,1
2020,Reporting year,National,E92000001,England,Placement,6a Residential care homes,360,~
2020,Reporting year,National,E92000001,England,Placement,6b NHS Trust providing medical or nursing care,160,~
2020,Reporting year,National,E92000001,England,Placement,6c Family centre or mother and baby unit,240,~
2020,Reporting year,National,E92000001,England,Placement,6d Young offenders institution or prison,300,~
2020,Reporting year,National,E92000001,England,Placement,7. Total residential schools,110,~
2020,Reporting year,National,E92000001,England,Placement,8. Total other placements,500,1
2020,Reporting year,National,E92000001,England,Placement,Total children,80000,100
2020,Reporting year,National,E92000001,England,Placement stability,Total children,80000,100
2020,Reporting year,National,E92000001,England,Placement stability,With 1 placement during the year,53920,67
2020,Reporting year,National,E92000001,England,Placement stability,With 2 placements during the year,17390,22
2020,Reporting year,National,E92000001,England,Placement stability,With 3 or more placements during the year,8690,11
2019,Reporting year,National,E92000001,England,Age group,1 to 4 years,10460,13
2019,Reporting year,National,E92000001,England,Age group,10 to 15 years,30770,39
2019,Reporting year,National,E92000001,England,Age group,16 years and over,18390,24
2019,Reporting year,National,E92000001,England,Age group,5 to 9 years,14420,18
2019,Reporting year,National,E92000001,England,Age group,Total children,78140,100
2019,Reporting year,National,E92000001,England,Age group,Under 1 year,4110,5
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,49690,64
2019,Reporting year,National,E92000001,England,Category of need,N2. Child's disability,2260,3
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,2260,3
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,6020,8
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,11280,14
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,1090,1
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,120,~
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,5430,7
2019,Reporting year,National,E92000001,England,Category of need,Total children,78140,100
2019,Reporting year,National,E92000001,England,Ethnicity,1. Total White,57870,74
2019,Reporting year,National,E92000001,England,Ethnicity,1a. White British,54160,69
2019,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,190,~
2019,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,120,~
2019,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,480,1
2019,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,2920,4
2019,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,7770,10
2019,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,2720,3
2019,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,920,1
2019,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,1540,2
2019,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,2600,3
2019,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,3560,5
2019,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,310,~
2019,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,1020,1
2019,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,410,1
2019,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,90,~
2019,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1720,2
2019,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",5950,8
2019,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,1330,2
2019,Reporting year,National,E92000001,England,Ethnicity,4b. African,3440,4
2019,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,1190,2
2019,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,2690,3
2019,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,310,~
2019,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,30,~
2019,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,280,~
2019,Reporting year,National,E92000001,England,Ethnicity,Total children,78140,100
2019,Reporting year,National,E92000001,England,Gender,Female,34110,44
2019,Reporting year,National,E92000001,England,Gender,Male,44030,56
2019,Reporting year,National,E92000001,England,Gender,Total children,78140,100
2019,Reporting year,National,E92000001,England,Legal status,Care orders,58370,75
2019,Reporting year,National,E92000001,England,Legal status,Detained for child protection,50,~
2019,Reporting year,National,E92000001,England,Legal status,Placement order granted,5590,7
2019,Reporting year,National,E92000001,England,Legal status,Total children,78140,100
2019,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,13880,18
2019,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,250,~
2019,Reporting year,National,E92000001,England,Motherhood status,All mothers aged 12 or over looked after at 31 March,270,2
2019,Reporting year,National,E92000001,England,Motherhood status,All females aged 12 or over looked after at 31 March,16960,100
2019,Reporting year,National,E92000001,England,Placement,1. Total foster placements,55760,71
2019,Reporting year,National,E92000001,England,Placement,1a Total foster placements inside council boundary,34030,44
2019,Reporting year,National,E92000001,England,Placement,1a.1 Total foster placements inside council boundary with relative or friend,7270,9
2019,Reporting year,National,E92000001,England,Placement,1a.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,30,~
2019,Reporting year,National,E92000001,England,Placement,1a.1ii With relative or friend not FFA/concurrent planning,7240,9
2019,Reporting year,National,E92000001,England,Placement,1a.2 Total foster placements inside council boundary with other foster carer,26760,34
2019,Reporting year,National,E92000001,England,Placement,1a.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,150,~
2019,Reporting year,National,E92000001,England,Placement,1a.2ii With other foster carer not FFA/concurrent planning,26610,34
2019,Reporting year,National,E92000001,England,Placement,1b Total foster placements outside council boundary,21730,28
2019,Reporting year,National,E92000001,England,Placement,1b.1 Total foster placements outside council boundary with relative or friend,3180,4
2019,Reporting year,National,E92000001,England,Placement,1b.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,20,~
2019,Reporting year,National,E92000001,England,Placement,1b.1ii With relative or friend not FFA/concurrent planning,3160,4
2019,Reporting year,National,E92000001,England,Placement,1b.2 Total foster placements outside council boundary with other foster carer,18550,24
2019,Reporting year,National,E92000001,England,Placement,1b.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,140,~
2019,Reporting year,National,E92000001,England,Placement,1b.2ii With other foster carer not FFA/concurrent planning,18420,24
2019,Reporting year,National,E92000001,England,Placement,2. Total placed for adoption,2470,3
2019,Reporting year,National,E92000001,England,Placement,2a Placed for adoption with consent with current foster carer,60,~
2019,Reporting year,National,E92000001,England,Placement,2b Placed for adoption with placement order with current foster carer,370,~
2019,Reporting year,National,E92000001,England,Placement,2c Placed for adoption with consent not with current foster carer,250,~
2019,Reporting year,National,E92000001,England,Placement,2d Placed for adoption with placement order not with current foster carer,1780,2
2019,Reporting year,National,E92000001,England,Placement,3. Total placed with parents or other person with parental responsibility,5320,7
2019,Reporting year,National,E92000001,England,Placement,4. Total other placements in the community,3020,4
2019,Reporting year,National,E92000001,England,Placement,4a Living independently,3020,4
2019,Reporting year,National,E92000001,England,Placement,4b Residential employment,c,c
2019,Reporting year,National,E92000001,England,Placement,"5. Total secure units, children's homes and semi-independent living accommodation",10040,13
2019,Reporting year,National,E92000001,England,Placement,5a Secure unit placement inside the council boundary,10,~
2019,Reporting year,National,E92000001,England,Placement,5b Secure unit placement outside the council boundary,130,~
2019,Reporting year,National,E92000001,England,Placement,5c Total children's homes subject to children's homes regulations,6710,9
2019,Reporting year,National,E92000001,England,Placement,5c.1 Children's home placement inside the council boundary,2370,3
2019,Reporting year,National,E92000001,England,Placement,5c.2 Children's home placement outside the council boundary,4340,6
2019,Reporting year,National,E92000001,England,Placement,5d Semi-independent living accommodation not subject to children's homes regulations,3190,4
2019,Reporting year,National,E92000001,England,Placement,6. Total other residential settings,1020,1
2019,Reporting year,National,E92000001,England,Placement,6a Residential care homes,340,~
2019,Reporting year,National,E92000001,England,Placement,6b NHS Trust providing medical or nursing care,170,~
2019,Reporting year,National,E92000001,England,Placement,6c Family centre or mother and baby unit,190,~
2019,Reporting year,National,E92000001,England,Placement,6d Young offenders institution or prison,320,~
2019,Reporting year,National,E92000001,England,Placement,7. Total residential schools,120,~
2019,Reporting year,National,E92000001,England,Placement,8. Total other placements,400,1
2019,Reporting year,National,E92000001,England,Placement,Total children,78140,100
2019,Reporting year,National,E92000001,England,Placement stability,Total children,78140,100
2019,Reporting year,National,E92000001,England,Placement stability,With 1 placement during the year,52340,67
2019,Reporting year,National,E92000001,England,Placement stability,With 2 placements during the year,17510,22
2019,Reporting year,National,E92000001,England,Placement stability,With 3 or more placements during the year,8300,11
2018,Reporting year,National,E92000001,England,Age group,1 to 4 years,9780,13
2018,Reporting year,National,E92000001,England,Age group,10 to 15 years,29730,39
2018,Reporting year,National,E92000001,England,Age group,16 years and over,17290,23
2018,Reporting year,National,E92000001,England,Age group,5 to 9 years,14300,19
2018,Reporting year,National,E92000001,England,Age group,Total children,75370,100
2018,Reporting year,National,E92000001,England,Age group,Under 1 year,4260,6
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,47560,63
2018,Reporting year,National,E92000001,England,Category of need,N2. Child's disability,2270,3
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,2310,3
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,5930,8
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,11220,15
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,1100,1
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,100,~
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,4880,6
2018,Reporting year,National,E92000001,England,Category of need,Total children,75370,100
2018,Reporting year,National,E92000001,England,Ethnicity,1. Total White,56400,75
2018,Reporting year,National,E92000001,England,Ethnicity,1a. White British,52850,70
2018,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,210,~
2018,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,110,~
2018,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,400,1
2018,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,2830,4
2018,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,7430,10
2018,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,2640,4
2018,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,840,1
2018,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,1410,2
2018,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,2540,3
2018,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,3460,5
2018,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,320,~
2018,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,940,1
2018,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,400,1
2018,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,90,~
2018,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1710,2
2018,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",5400,7
2018,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,1340,2
2018,Reporting year,National,E92000001,England,Ethnicity,4b. African,2980,4
2018,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,1080,1
2018,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,2430,3
2018,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,260,~
2018,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,20,~
2018,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,230,~
2018,Reporting year,National,E92000001,England,Ethnicity,Total children,75370,100
2018,Reporting year,National,E92000001,England,Gender,Female,33070,44
2018,Reporting year,National,E92000001,England,Gender,Male,42300,56
2018,Reporting year,National,E92000001,England,Gender,Total children,75370,100
2018,Reporting year,National,E92000001,England,Legal status,Care orders,55330,73
2018,Reporting year,National,E92000001,England,Legal status,Detained for child protection,20,~
2018,Reporting year,National,E92000001,England,Legal status,Placement order granted,5590,7
2018,Reporting year,National,E92000001,England,Legal status,Total children,75370,100
2018,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,14140,19
2018,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,290,~
2018,Reporting year,National,E92000001,England,Motherhood status,All mothers aged 12 or over looked after at 31 March,290,2
2018,Reporting year,National,E92000001,England,Motherhood status,All females aged 12 or over looked after at 31 March,16300,100
2018,Reporting year,National,E92000001,England,Placement,1. Total foster placements,54700,73
2018,Reporting year,National,E92000001,England,Placement,1a Total foster placements inside council boundary,33810,45
2018,Reporting year,National,E92000001,England,Placement,1a.1 Total foster placements inside council boundary with relative or friend,6800,9
2018,Reporting year,National,E92000001,England,Placement,1a.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,30,~
