FeatureCode,DateCode,Measurement,Units,Value,Households
E07000035,2002,Housing Waiting List,,2196,Total Households
E07000035,2003,Housing Waiting List,,2400,Total Households
E07000035,2001,Housing Waiting List,,1442,Total Households
E07000035,2012,Housing Waiting List,,3202,Total Households
E07000035,2015,Housing Waiting List,,1300,Total Households
E07000035,2005,Housing Waiting List,,2507,Total Households
E07000196,2014,Housing Waiting List,,541,Total Households
E07000196,2017,Housing Waiting List,,653,Total Households
E07000196,2016,Housing Waiting List,,634,Total Households
E07000196,2015,Housing Waiting List,,725,Total Households
E07000196,2003,Housing Waiting List,,1887,Total Households
E07000196,2001,Housing Waiting List,,3793,Total Households
E07000196,2010,Housing Waiting List,,1738,Total Households
E07000196,2012,Housing Waiting List,,1890,Total Households
E07000196,2006,Housing Waiting List,,2312,Total Households
E07000196,2005,Housing Waiting List,,1679,Total Households
E07000196,2002,Housing Waiting List,,1700,Total Households
E07000196,2011,Housing Waiting List,,1044,Total Households
E07000196,2000,Housing Waiting List,,3207,Total Households
E07000196,2009,Housing Waiting List,,2134,Total Households
E07000196,2013,Housing Waiting List,,301,Total Households
E07000196,2008,Housing Waiting List,,1686,Total Households
E07000196,2004,Housing Waiting List,,1184,Total Households
E07000196,2007,Housing Waiting List,,1052,Total Households
E06000051,2016,Housing Waiting List,,6436,Total Households
E06000051,2014,Housing Waiting List,,2783,Total Households
E06000051,2012,Housing Waiting List,,7499,Total Households
E06000051,2010,Housing Waiting List,,8047,Total Households
E06000051,2017,Housing Waiting List,,5370,Total Households
E06000051,2013,Housing Waiting List,,6486,Total Households
E06000051,2015,Housing Waiting List,,6882,Total Households
E06000051,2011,Housing Waiting List,,10798,Total Households
E07000195,2003,Housing Waiting List,,2423,Total Households
E07000195,2007,Housing Waiting List,,2493,Total Households
E07000195,2010,Housing Waiting List,,1894,Total Households
E07000195,2013,Housing Waiting List,,1880,Total Households
E07000195,2001,Housing Waiting List,,1347,Total Households
E07000195,2009,Housing Waiting List,,2771,Total Households
E07000195,2008,Housing Waiting List,,2818,Total Households
E07000195,2014,Housing Waiting List,,1880,Total Households
E07000195,2011,Housing Waiting List,,2138,Total Households
E07000195,2002,Housing Waiting List,,2540,Total Households
E07000195,2000,Housing Waiting List,,2008,Total Households
E07000195,2017,Housing Waiting List,,1185,Total Households
E07000195,2004,Housing Waiting List,,2448,Total Households
E07000195,2006,Housing Waiting List,,1303,Total Households
E07000195,2005,Housing Waiting List,,2875,Total Households
E07000195,2015,Housing Waiting List,,1772,Total Households
E07000195,2016,Housing Waiting List,,1129,Total Households
E07000195,2012,Housing Waiting List,,2444,Total Households
E06000049,2014,Housing Waiting List,,6018,Total Households
E06000049,2010,Housing Waiting List,,6896,Total Households
E06000049,2013,Housing Waiting List,,12495,Total Households
E06000049,2012,Housing Waiting List,,10177,Total Households
E06000049,2016,Housing Waiting List,,6844,Total Households
E06000049,2011,Housing Waiting List,,8725,Total Households
E06000049,2002,Housing Waiting List,,0,Total Households
E06000049,2015,Housing Waiting List,,7314,Total Households
E06000049,2017,Housing Waiting List,,7070,Total Households
E09000021,2012,Housing Waiting List,,7374,Total Households
E09000021,2014,Housing Waiting List,,6436,Total Households
E09000021,2016,Housing Waiting List,,8542,Total Households
E09000021,2002,Housing Waiting List,,3971,Total Households
E09000021,2007,Housing Waiting List,,5616,Total Households
E09000021,2006,Housing Waiting List,,5726,Total Households
E09000021,2017,Housing Waiting List,,9732,Total Households
E09000021,2010,Housing Waiting List,,6872,Total Households
E09000021,2000,Housing Waiting List,,3113,Total Households
E09000021,2001,Housing Waiting List,,3723,Total Households
E09000021,2015,Housing Waiting List,,7105,Total Households
E09000021,2004,Housing Waiting List,,4465,Total Households
E09000021,2011,Housing Waiting List,,7423,Total Households
E09000021,2005,Housing Waiting List,,4903,Total Households
E09000021,2009,Housing Waiting List,,6812,Total Households
E09000021,2003,Housing Waiting List,,4137,Total Households
E09000021,2013,Housing Waiting List,,5515,Total Households
E09000021,2008,Housing Waiting List,,6127,Total Households
E09000027,2015,Housing Waiting List,,4101,Total Households
E09000027,2004,Housing Waiting List,,4868,Total Households
E09000027,2000,Housing Waiting List,,4992,Total Households
E09000027,2016,Housing Waiting List,,4908,Total Households
E09000027,2003,Housing Waiting List,,3861,Total Households
E09000027,2011,Housing Waiting List,,4807,Total Households
E09000027,2001,Housing Waiting List,,3383,Total Households
E09000027,2007,Housing Waiting List,,4576,Total Households
E09000027,2005,Housing Waiting List,,4898,Total Households
E09000027,2010,Housing Waiting List,,7331,Total Households
E09000027,2002,Housing Waiting List,,3763,Total Households
E09000027,2017,Housing Waiting List,,3068,Total Households
E09000027,2012,Housing Waiting List,,5587,Total Households
E09000027,2014,Housing Waiting List,,4008,Total Households
E09000027,2006,Housing Waiting List,,5726,Total Households
E09000027,2008,Housing Waiting List,,5549,Total Households
E09000027,2013,Housing Waiting List,,4415,Total Households
E09000027,2009,Housing Waiting List,,6858,Total Households
E07000207,2013,Housing Waiting List,,2234,Total Households
E07000207,2003,Housing Waiting List,,1901,Total Households
E07000207,2008,Housing Waiting List,,2086,Total Households
E07000207,2005,Housing Waiting List,,2054,Total Households
E07000207,2011,Housing Waiting List,,1497,Total Households
E07000207,2000,Housing Waiting List,,1317,Total Households
E07000207,2014,Housing Waiting List,,2181,Total Households
E07000207,2002,Housing Waiting List,,1704,Total Households
E07000207,2009,Housing Waiting List,,1563,Total Households
E07000207,2004,Housing Waiting List,,1894,Total Households
E07000207,2006,Housing Waiting List,,2206,Total Households
E07000207,2015,Housing Waiting List,,1266,Total Households
E07000207,2007,Housing Waiting List,,2242,Total Households
E07000207,2016,Housing Waiting List,,1671,Total Households
E07000207,2010,Housing Waiting List,,1716,Total Households
E07000207,2012,Housing Waiting List,,1756,Total Households
E07000207,2017,Housing Waiting List,,2057,Total Households
E07000207,2001,Housing Waiting List,,1839,Total Households
E07000209,2005,Housing Waiting List,,2247,Total Households
E07000209,2006,Housing Waiting List,,2455,Total Households
E07000209,2011,Housing Waiting List,,3041,Total Households
E07000209,2015,Housing Waiting List,,2519,Total Households
E07000209,2008,Housing Waiting List,,2898,Total Households
E07000209,2010,Housing Waiting List,,3100,Total Households
E07000209,2013,Housing Waiting List,,3074,Total Households
E07000209,2012,Housing Waiting List,,2924,Total Households
E07000209,2002,Housing Waiting List,,1698,Total Households
E07000209,2017,Housing Waiting List,,2157,Total Households
E07000209,2007,Housing Waiting List,,2802,Total Households
E07000209,2016,Housing Waiting List,,2249,Total Households
E07000209,2009,Housing Waiting List,,3053,Total Households
E07000209,2000,Housing Waiting List,,1802,Total Households
E07000209,2001,Housing Waiting List,,1806,Total Households
E07000209,2003,Housing Waiting List,,1902,Total Households
E07000209,2004,Housing Waiting List,,2100,Total Households
E07000209,2014,Housing Waiting List,,2813,Total Households
E07000210,2016,Housing Waiting List,,467,Total Households
E07000210,2013,Housing Waiting List,,1399,Total Households
E07000210,2004,Housing Waiting List,,1357,Total Households
E07000210,2009,Housing Waiting List,,2731,Total Households
E07000210,2012,Housing Waiting List,,1434,Total Households
E07000210,2017,Housing Waiting List,,501,Total Households
E07000210,2006,Housing Waiting List,,1805,Total Households
E07000210,2001,Housing Waiting List,,1211,Total Households
E07000210,2003,Housing Waiting List,,1620,Total Households
E07000210,2005,Housing Waiting List,,1318,Total Households
E07000210,2010,Housing Waiting List,,1650,Total Households
E07000210,2007,Housing Waiting List,,1933,Total Households
E07000210,2008,Housing Waiting List,,2373,Total Households
E07000210,2015,Housing Waiting List,,429,Total Households
E07000210,2002,Housing Waiting List,,1372,Total Households
E07000210,2014,Housing Waiting List,,1293,Total Households
E07000210,2011,Housing Waiting List,,1489,Total Households
E07000210,2000,Housing Waiting List,,1080,Total Households
E07000213,2011,Housing Waiting List,,1546,Total Households
E07000213,2000,Housing Waiting List,,2538,Total Households
E07000213,2017,Housing Waiting List,,1869,Total Households
E07000213,2007,Housing Waiting List,,3552,Total Households
E07000213,2001,Housing Waiting List,,2571,Total Households
E07000213,2006,Housing Waiting List,,2983,Total Households
E07000213,2004,Housing Waiting List,,2865,Total Households
E07000213,2002,Housing Waiting List,,2681,Total Households
E07000213,2013,Housing Waiting List,,2184,Total Households
E07000213,2015,Housing Waiting List,,1224,Total Households
E07000213,2003,Housing Waiting List,,2767,Total Households
E07000213,2014,Housing Waiting List,,1922,Total Households
E07000213,2005,Housing Waiting List,,3314,Total Households
E07000213,2012,Housing Waiting List,,1933,Total Households
E07000213,2009,Housing Waiting List,,3113,Total Households
E07000213,2010,Housing Waiting List,,1548,Total Households
E07000213,2016,Housing Waiting List,,1598,Total Households
E07000213,2008,Housing Waiting List,,4494,Total Households
E07000212,2003,Housing Waiting List,,945,Total Households
E07000212,2007,Housing Waiting List,,1493,Total Households
E07000212,2000,Housing Waiting List,,725,Total Households
E07000212,2016,Housing Waiting List,,1220,Total Households
E07000212,2010,Housing Waiting List,,2657,Total Households
E07000212,2013,Housing Waiting List,,3267,Total Households
E07000212,2002,Housing Waiting List,,383,Total Households
E07000212,2014,Housing Waiting List,,703,Total Households
E07000212,2005,Housing Waiting List,,1715,Total Households
E07000212,2004,Housing Waiting List,,1582,Total Households
E07000212,2011,Housing Waiting List,,2496,Total Households
E07000212,2008,Housing Waiting List,,1984,Total Households
E07000212,2015,Housing Waiting List,,1053,Total Households
E07000212,2017,Housing Waiting List,,788,Total Households
E07000212,2001,Housing Waiting List,,427,Total Households
E07000212,2009,Housing Waiting List,,2105,Total Households
E07000212,2006,Housing Waiting List,,851,Total Households
E07000212,2012,Housing Waiting List,,2861,Total Households
E07000217,2008,Housing Waiting List,,2603,Total Households
E07000217,2017,Housing Waiting List,,1284,Total Households
E07000217,2012,Housing Waiting List,,1801,Total Households
E07000217,2011,Housing Waiting List,,2087,Total Households
E07000217,2002,Housing Waiting List,,1813,Total Households
E07000217,2005,Housing Waiting List,,2173,Total Households
E07000217,2000,Housing Waiting List,,1226,Total Households
E07000217,2007,Housing Waiting List,,3244,Total Households
E07000217,2004,Housing Waiting List,,1647,Total Households
E07000217,2016,Housing Waiting List,,1181,Total Households
E07000217,2015,Housing Waiting List,,1100,Total Households
E07000217,2003,Housing Waiting List,,1983,Total Households
E07000217,2006,Housing Waiting List,,2203,Total Households
E07000217,2009,Housing Waiting List,,2015,Total Households
E07000217,2001,Housing Waiting List,,1672,Total Households
E07000217,2013,Housing Waiting List,,1809,Total Households
E07000217,2014,Housing Waiting List,,1246,Total Households
E07000217,2010,Housing Waiting List,,2086,Total Households
E07000208,2010,Housing Waiting List,,1651,Total Households
E07000208,2011,Housing Waiting List,,1915,Total Households
E07000208,2012,Housing Waiting List,,2037,Total Households
E07000208,2001,Housing Waiting List,,427,Total Households
E07000208,2003,Housing Waiting List,,525,Total Households
E07000208,2015,Housing Waiting List,,2477,Total Households
E07000208,2004,Housing Waiting List,,659,Total Households
E07000208,2000,Housing Waiting List,,526,Total Households
E07000208,2005,Housing Waiting List,,382,Total Households
E07000208,2007,Housing Waiting List,,962,Total Households
E07000208,2009,Housing Waiting List,,1339,Total Households
E07000208,2002,Housing Waiting List,,462,Total Households
E07000208,2017,Housing Waiting List,,155,Total Households
E07000208,2006,Housing Waiting List,,677,Total Households
E07000208,2014,Housing Waiting List,,2287,Total Households
E07000208,2016,Housing Waiting List,,2212,Total Households
E07000208,2008,Housing Waiting List,,1165,Total Households
E07000208,2013,Housing Waiting List,,2190,Total Households
E09000029,2002,Housing Waiting List,,1653,Total Households
E09000029,2016,Housing Waiting List,,1162,Total Households
E09000029,2000,Housing Waiting List,,2154,Total Households
E09000029,2003,Housing Waiting List,,1662,Total Households
E09000029,2004,Housing Waiting List,,2145,Total Households
E09000029,2005,Housing Waiting List,,3724,Total Households
E09000029,2008,Housing Waiting List,,4091,Total Households
E09000029,2013,Housing Waiting List,,979,Total Households
E09000029,2012,Housing Waiting List,,5493,Total Households
E09000029,2009,Housing Waiting List,,4174,Total Households
E09000029,2011,Housing Waiting List,,4323,Total Households
E09000029,2017,Housing Waiting List,,1375,Total Households
E09000029,2010,Housing Waiting List,,4116,Total Households
E09000029,2014,Housing Waiting List,,1496,Total Households
E09000029,2001,Housing Waiting List,,2432,Total Households
E09000029,2007,Housing Waiting List,,4121,Total Households
E09000029,2015,Housing Waiting List,,1319,Total Households
E09000029,2006,Housing Waiting List,,3408,Total Households
E07000211,2001,Housing Waiting List,,1136,Total Households
E07000211,2014,Housing Waiting List,,642,Total Households
E07000211,2003,Housing Waiting List,,1173,Total Households
E07000211,2008,Housing Waiting List,,2540,Total Households
E07000211,2000,Housing Waiting List,,1164,Total Households
E07000211,2012,Housing Waiting List,,2169,Total Households
E07000211,2004,Housing Waiting List,,1391,Total Households
E07000211,2013,Housing Waiting List,,1836,Total Households
E07000211,2005,Housing Waiting List,,1751,Total Households
E07000211,2015,Housing Waiting List,,569,Total Households
E07000211,2017,Housing Waiting List,,951,Total Households
E07000211,2002,Housing Waiting List,,1062,Total Households
E07000211,2010,Housing Waiting List,,2891,Total Households
E07000211,2006,Housing Waiting List,,2073,Total Households
E07000211,2016,Housing Waiting List,,876,Total Households
E07000211,2011,Housing Waiting List,,2758,Total Households
E07000211,2007,Housing Waiting List,,2563,Total Households
E07000211,2009,Housing Waiting List,,2629,Total Households
E09000024,2003,Housing Waiting List,,4312,Total Households
E09000024,2015,Housing Waiting List,,8229,Total Households
E09000024,2010,Housing Waiting List,,4987,Total Households
E09000024,2012,Housing Waiting List,,7295,Total Households
E09000024,2005,Housing Waiting List,,5188,Total Households
E09000024,2009,Housing Waiting List,,6163,Total Households
E09000024,2001,Housing Waiting List,,4214,Total Households
E09000024,2013,Housing Waiting List,,8196,Total Households
E09000024,2007,Housing Waiting List,,5885,Total Households
E09000024,2006,Housing Waiting List,,3278,Total Households
E09000024,2017,Housing Waiting List,,9581,Total Households
E09000024,2000,Housing Waiting List,,3920,Total Households
E09000024,2004,Housing Waiting List,,4834,Total Households
E09000024,2002,Housing Waiting List,,4361,Total Households
E09000024,2014,Housing Waiting List,,7625,Total Households
E09000024,2008,Housing Waiting List,,6542,Total Households
E09000024,2016,Housing Waiting List,,8938,Total Households
E09000024,2011,Housing Waiting List,,6354,Total Households
E06000016,2001,Housing Waiting List,,15335,Total Households
E06000016,2012,Housing Waiting List,,7707,Total Households
E06000016,2013,Housing Waiting List,,8459,Total Households
E06000016,2004,Housing Waiting List,,9491,Total Households
E06000016,2006,Housing Waiting List,,8654,Total Households
E06000016,2011,Housing Waiting List,,7519,Total Households
E06000016,2016,Housing Waiting List,,9574,Total Households
E06000016,2002,Housing Waiting List,,9935,Total Households
E06000016,2009,Housing Waiting List,,6655,Total Households
E06000016,2010,Housing Waiting List,,6617,Total Households
E06000016,2015,Housing Waiting List,,8114,Total Households
E06000016,2005,Housing Waiting List,,11482,Total Households
E06000016,2008,Housing Waiting List,,6925,Total Households
E06000016,2003,Housing Waiting List,,9960,Total Households
E06000016,2014,Housing Waiting List,,9442,Total Households
E06000016,2007,Housing Waiting List,,10451,Total Households
E06000016,2017,Housing Waiting List,,9703,Total Households
E06000016,2000,Housing Waiting List,,16304,Total Households
E07000129,2017,Housing Waiting List,,1926,Total Households
E07000129,2003,Housing Waiting List,,1006,Total Households
E07000129,2013,Housing Waiting List,,1754,Total Households
E07000129,2012,Housing Waiting List,,1482,Total Households
E07000129,2010,Housing Waiting List,,1096,Total Households
E07000129,2014,Housing Waiting List,,1911,Total Households
E07000129,2009,Housing Waiting List,,1885,Total Households
E07000129,2004,Housing Waiting List,,1491,Total Households
E07000129,2001,Housing Waiting List,,629,Total Households
E07000129,2006,Housing Waiting List,,1064,Total Households
E07000129,2011,Housing Waiting List,,811,Total Households
E07000129,2015,Housing Waiting List,,697,Total Households
E07000129,2016,Housing Waiting List,,1032,Total Households
E07000129,2008,Housing Waiting List,,2016,Total Households
E07000129,2000,Housing Waiting List,,656,Total Households
E07000129,2005,Housing Waiting List,,2340,Total Households
E07000129,2007,Housing Waiting List,,1569,Total Households
E07000129,2002,Housing Waiting List,,633,Total Households
E07000132,2017,Housing Waiting List,,998,Total Households
E07000132,2008,Housing Waiting List,,1167,Total Households
E07000132,2009,Housing Waiting List,,1082,Total Households
E07000132,2007,Housing Waiting List,,1793,Total Households
E07000132,2010,Housing Waiting List,,1155,Total Households
E07000132,2002,Housing Waiting List,,698,Total Households
E07000132,2012,Housing Waiting List,,1515,Total Households
E07000132,2004,Housing Waiting List,,1458,Total Households
E07000132,2006,Housing Waiting List,,1662,Total Households
E07000132,2011,Housing Waiting List,,1002,Total Households
E07000132,2013,Housing Waiting List,,1972,Total Households
E07000132,2001,Housing Waiting List,,944,Total Households
E07000132,2000,Housing Waiting List,,829,Total Households
E07000132,2003,Housing Waiting List,,971,Total Households
E07000132,2005,Housing Waiting List,,1643,Total Households
E07000132,2016,Housing Waiting List,,1169,Total Households
E07000132,2014,Housing Waiting List,,825,Total Households
E07000132,2015,Housing Waiting List,,953,Total Households
E07000220,2005,Housing Waiting List,,1176,Total Households
E07000220,2009,Housing Waiting List,,2042,Total Households
E07000220,2012,Housing Waiting List,,1649,Total Households
E07000220,2017,Housing Waiting List,,881,Total Households
E07000220,2004,Housing Waiting List,,1010,Total Households
E07000220,2011,Housing Waiting List,,2702,Total Households
E07000220,2000,Housing Waiting List,,981,Total Households
E07000220,2003,Housing Waiting List,,1082,Total Households
E07000220,2015,Housing Waiting List,,701,Total Households
E07000220,2014,Housing Waiting List,,734,Total Households
E07000220,2002,Housing Waiting List,,957,Total Households
E07000220,2010,Housing Waiting List,,1595,Total Households
E07000220,2006,Housing Waiting List,,1436,Total Households
E07000220,2013,Housing Waiting List,,1628,Total Households
E07000220,2001,Housing Waiting List,,999,Total Households
E07000220,2016,Housing Waiting List,,721,Total Households
E07000220,2007,Housing Waiting List,,1900,Total Households
E07000220,2008,Housing Waiting List,,1721,Total Households
E07000130,2013,Housing Waiting List,,2856,Total Households
E07000130,2006,Housing Waiting List,,2173,Total Households
E07000130,2015,Housing Waiting List,,1262,Total Households
E07000130,2011,Housing Waiting List,,1623,Total Households
E07000130,2008,Housing Waiting List,,1992,Total Households
E07000130,2002,Housing Waiting List,,857,Total Households
E07000130,2007,Housing Waiting List,,2144,Total Households
E07000130,2012,Housing Waiting List,,2626,Total Households
E07000130,2014,Housing Waiting List,,1020,Total Households
E07000130,2000,Housing Waiting List,,701,Total Households
E07000130,2016,Housing Waiting List,,2029,Total Households
E07000130,2001,Housing Waiting List,,683,Total Households
E07000130,2003,Housing Waiting List,,1184,Total Households
E07000130,2005,Housing Waiting List,,1690,Total Households
E07000130,2009,Housing Waiting List,,2131,Total Households
E07000130,2010,Housing Waiting List,,2015,Total Households
E07000130,2004,Housing Waiting List,,1621,Total Households
E07000130,2017,Housing Waiting List,,2290,Total Households
E07000134,2001,Housing Waiting List,,930,Total Households
E07000134,2003,Housing Waiting List,,1422,Total Households
E07000134,2006,Housing Waiting List,,1856,Total Households
E07000134,2012,Housing Waiting List,,808,Total Households
E07000134,2007,Housing Waiting List,,2554,Total Households
E07000134,2004,Housing Waiting List,,1778,Total Households
E07000134,2011,Housing Waiting List,,690,Total Households
E07000134,2016,Housing Waiting List,,685,Total Households
E07000134,2000,Housing Waiting List,,832,Total Households
E07000134,2015,Housing Waiting List,,588,Total Households
E07000134,2010,Housing Waiting List,,723,Total Households
E07000134,2008,Housing Waiting List,,1120,Total Households
E07000134,2014,Housing Waiting List,,528,Total Households
E07000134,2013,Housing Waiting List,,1059,Total Households
E07000134,2017,Housing Waiting List,,440,Total Households
E07000134,2009,Housing Waiting List,,581,Total Households
E07000134,2005,Housing Waiting List,,2424,Total Households
E07000134,2002,Housing Waiting List,,1124,Total Households
E07000176,2009,Housing Waiting List,,1231,Total Households
E07000176,2006,Housing Waiting List,,1442,Total Households
E07000176,2007,Housing Waiting List,,1535,Total Households
E07000176,2013,Housing Waiting List,,840,Total Households
E07000176,2003,Housing Waiting List,,1634,Total Households
E07000176,2010,Housing Waiting List,,947,Total Households
E07000176,2011,Housing Waiting List,,573,Total Households
E07000176,2015,Housing Waiting List,,533,Total Households
E07000176,2012,Housing Waiting List,,1275,Total Households
E07000176,2008,Housing Waiting List,,1451,Total Households
E07000176,2017,Housing Waiting List,,472,Total Households
E07000176,2014,Housing Waiting List,,589,Total Households
E07000176,2001,Housing Waiting List,,1623,Total Households
E07000176,2002,Housing Waiting List,,1812,Total Households
E07000176,2005,Housing Waiting List,,1534,Total Households
E07000176,2004,Housing Waiting List,,1575,Total Households
E07000176,2000,Housing Waiting List,,1456,Total Households
E07000176,2016,Housing Waiting List,,472,Total Households
E07000133,2001,Housing Waiting List,,637,Total Households
E07000133,2011,Housing Waiting List,,612,Total Households
E07000133,2004,Housing Waiting List,,1318,Total Households
E07000133,2010,Housing Waiting List,,1009,Total Households
E07000133,2006,Housing Waiting List,,1208,Total Households
E07000133,2000,Housing Waiting List,,943,Total Households
E07000133,2014,Housing Waiting List,,459,Total Households
E07000133,2015,Housing Waiting List,,654,Total Households
E07000133,2002,Housing Waiting List,,746,Total Households
E07000133,2016,Housing Waiting List,,658,Total Households
E07000133,2008,Housing Waiting List,,690,Total Households
E07000133,2017,Housing Waiting List,,776,Total Households
E07000133,2005,Housing Waiting List,,1208,Total Households
E07000133,2003,Housing Waiting List,,1246,Total Households
E07000133,2009,Housing Waiting List,,959,Total Households
E07000133,2013,Housing Waiting List,,1059,Total Households
E07000133,2012,Housing Waiting List,,848,Total Households
E07000133,2007,Housing Waiting List,,492,Total Households
E07000131,2003,Housing Waiting List,,1172,Total Households
E07000131,2001,Housing Waiting List,,863,Total Households
E07000131,2004,Housing Waiting List,,1038,Total Households
E07000131,2008,Housing Waiting List,,1636,Total Households
E07000131,2013,Housing Waiting List,,1786,Total Households
E07000131,2017,Housing Waiting List,,1127,Total Households
E07000131,2011,Housing Waiting List,,846,Total Households
E07000131,2007,Housing Waiting List,,1571,Total Households
E07000131,2016,Housing Waiting List,,1069,Total Households
E07000131,2006,Housing Waiting List,,1355,Total Households
E07000131,2009,Housing Waiting List,,2096,Total Households
E07000131,2002,Housing Waiting List,,770,Total Households
E07000131,2012,Housing Waiting List,,1545,Total Households
E07000131,2015,Housing Waiting List,,961,Total Households
E07000131,2005,Housing Waiting List,,1254,Total Households
E07000131,2014,Housing Waiting List,,683,Total Households
E07000131,2000,Housing Waiting List,,1056,Total Households
