FeatureCode,DateCode,Measurement,Units,Value,Households
E07000197,2012,Projections-Interim-2011-based,,56.11,Total Households
E07000197,2013,Projections-Interim-2011-based,,56.537,Total Households
E07000197,2018,Projections-Interim-2011-based,,58.65,Total Households
E07000197,2014,Projections-Interim-2011-based,,56.974,Total Households
E07000197,2000,Projections-Interim-2011-based,,49.8518,Total Households
E07000197,2019,Projections-Interim-2011-based,,59.078,Total Households
E07000197,2016,Projections-Interim-2011-based,,57.789,Total Households
E07000197,1994,Projections-Interim-2011-based,,47.7366,Total Households
E07000197,2015,Projections-Interim-2011-based,,57.385,Total Households
E07000197,2021,Projections-Interim-2011-based,,59.874,Total Households
E07000197,1993,Projections-Interim-2011-based,,47.3946,Total Households
E07000197,2020,Projections-Interim-2011-based,,59.472,Total Households
E07000035,1997,Projections-Interim-2011-based,,28.417,Total Households
E07000035,2011,Projections-Interim-2011-based,,30.721,Total Households
E07000035,1994,Projections-Interim-2011-based,,27.6121,Total Households
E07000035,2020,Projections-Interim-2011-based,,32.873,Total Households
E07000035,2016,Projections-Interim-2011-based,,31.919,Total Households
E07000035,1998,Projections-Interim-2011-based,,28.7229,Total Households
E07000035,1993,Projections-Interim-2011-based,,27.5064,Total Households
E07000035,1996,Projections-Interim-2011-based,,28.2344,Total Households
E07000035,1995,Projections-Interim-2011-based,,27.9409,Total Households
E07000035,2014,Projections-Interim-2011-based,,31.431,Total Households
E07000035,1992,Projections-Interim-2011-based,,27.4153,Total Households
E07000035,2015,Projections-Interim-2011-based,,31.668,Total Households
E07000035,2021,Projections-Interim-2011-based,,33.12,Total Households
E07000035,1999,Projections-Interim-2011-based,,28.8894,Total Households
E07000035,2012,Projections-Interim-2011-based,,30.957,Total Households
E07000035,1991,Projections-Interim-2011-based,,27.1856,Total Households
E07000035,2001,Projections-Interim-2011-based,,29.022,Total Households
E07000035,2013,Projections-Interim-2011-based,,31.197,Total Households
E07000035,2018,Projections-Interim-2011-based,,32.391,Total Households
E07000035,2000,Projections-Interim-2011-based,,29.0453,Total Households
E07000035,2017,Projections-Interim-2011-based,,32.154,Total Households
E07000035,2019,Projections-Interim-2011-based,,32.634,Total Households
E10000007,2021,Projections-Interim-2011-based,,359.759,Total Households
E10000007,1991,Projections-Interim-2011-based,,288.247,Total Households
E10000007,2015,Projections-Interim-2011-based,,343.666,Total Households
E10000007,1997,Projections-Interim-2011-based,,299.837,Total Households
E10000007,2012,Projections-Interim-2011-based,,335.55,Total Households
E10000007,2001,Projections-Interim-2011-based,,308.921,Total Households
E10000007,2013,Projections-Interim-2011-based,,338.213,Total Households
E10000007,2000,Projections-Interim-2011-based,,306.35,Total Households
E10000007,2019,Projections-Interim-2011-based,,354.508,Total Households
E10000007,2014,Projections-Interim-2011-based,,340.928,Total Households
E10000007,1992,Projections-Interim-2011-based,,290.438,Total Households
E10000007,1993,Projections-Interim-2011-based,,291.997,Total Households
E10000007,2016,Projections-Interim-2011-based,,346.404,Total Households
E10000007,1998,Projections-Interim-2011-based,,301.99,Total Households
E10000007,2017,Projections-Interim-2011-based,,349.103,Total Households
E10000007,2011,Projections-Interim-2011-based,,332.865,Total Households
E10000007,1994,Projections-Interim-2011-based,,293.705,Total Households
E10000007,1999,Projections-Interim-2011-based,,303.968,Total Households
E10000007,1996,Projections-Interim-2011-based,,298.036,Total Households
E10000007,2020,Projections-Interim-2011-based,,357.137,Total Households
E10000007,1995,Projections-Interim-2011-based,,295.896,Total Households
E10000007,2018,Projections-Interim-2011-based,,351.763,Total Households
E07000196,1998,Projections-Interim-2011-based,,41.3842,Total Households
E07000196,2015,Projections-Interim-2011-based,,45.594,Total Households
E07000196,2013,Projections-Interim-2011-based,,45.07,Total Households
E07000196,1994,Projections-Interim-2011-based,,40.3948,Total Households
E07000196,2000,Projections-Interim-2011-based,,41.735,Total Households
E07000196,2011,Projections-Interim-2011-based,,44.522,Total Households
E07000196,1997,Projections-Interim-2011-based,,41.2882,Total Households
E07000196,1991,Projections-Interim-2011-based,,39.6608,Total Households
E07000196,1996,Projections-Interim-2011-based,,40.922,Total Households
E07000196,2012,Projections-Interim-2011-based,,44.804,Total Households
E07000196,1999,Projections-Interim-2011-based,,41.5263,Total Households
E07000196,2020,Projections-Interim-2011-based,,46.774,Total Households
E07000196,2014,Projections-Interim-2011-based,,45.323,Total Households
E07000196,1995,Projections-Interim-2011-based,,40.8031,Total Households
E07000196,2021,Projections-Interim-2011-based,,46.993,Total Households
E07000196,1992,Projections-Interim-2011-based,,39.8627,Total Households
E07000196,2018,Projections-Interim-2011-based,,46.324,Total Households
E07000196,2001,Projections-Interim-2011-based,,42.072,Total Households
E07000196,2016,Projections-Interim-2011-based,,45.858,Total Households
E07000196,2017,Projections-Interim-2011-based,,46.1,Total Households
E07000196,1993,Projections-Interim-2011-based,,40.0888,Total Households
E07000196,2019,Projections-Interim-2011-based,,46.545,Total Households
E06000051,1998,Projections-Interim-2011-based,,113.876,Total Households
E06000051,1994,Projections-Interim-2011-based,,110.506,Total Households
E06000051,2021,Projections-Interim-2011-based,,139.132,Total Households
E06000051,1999,Projections-Interim-2011-based,,115.298,Total Households
E06000051,2013,Projections-Interim-2011-based,,132.001,Total Households
E06000051,2018,Projections-Interim-2011-based,,136.559,Total Households
E06000051,2000,Projections-Interim-2011-based,,116.355,Total Households
E06000051,2016,Projections-Interim-2011-based,,134.804,Total Households
E06000051,2020,Projections-Interim-2011-based,,138.265,Total Households
E06000051,2012,Projections-Interim-2011-based,,131.066,Total Households
E06000051,2014,Projections-Interim-2011-based,,132.921,Total Households
E06000051,1993,Projections-Interim-2011-based,,108.799,Total Households
E06000051,1991,Projections-Interim-2011-based,,107.286,Total Households
E06000051,1997,Projections-Interim-2011-based,,112.696,Total Households
E06000051,2019,Projections-Interim-2011-based,,137.409,Total Households
E06000051,1996,Projections-Interim-2011-based,,112.851,Total Households
E06000051,2017,Projections-Interim-2011-based,,135.681,Total Households
E06000051,2011,Projections-Interim-2011-based,,130.065,Total Households
E06000051,1992,Projections-Interim-2011-based,,108.132,Total Households
E06000051,1995,Projections-Interim-2011-based,,111.72,Total Households
E06000051,2015,Projections-Interim-2011-based,,133.871,Total Households
E06000051,2001,Projections-Interim-2011-based,,117.395,Total Households
E07000195,1995,Projections-Interim-2011-based,,49.7398,Total Households
E07000195,2019,Projections-Interim-2011-based,,55.655,Total Households
E07000195,2001,Projections-Interim-2011-based,,50.742,Total Households
E07000195,1998,Projections-Interim-2011-based,,50.1018,Total Households
E07000195,2020,Projections-Interim-2011-based,,56.002,Total Households
E07000195,1992,Projections-Interim-2011-based,,49.5283,Total Households
E07000195,1991,Projections-Interim-2011-based,,49.1436,Total Households
E07000195,2016,Projections-Interim-2011-based,,54.539,Total Households
E07000195,1997,Projections-Interim-2011-based,,49.9106,Total Households
E07000195,2012,Projections-Interim-2011-based,,52.993,Total Households
E07000195,2011,Projections-Interim-2011-based,,52.637,Total Households
E07000195,2000,Projections-Interim-2011-based,,50.5046,Total Households
E07000195,1996,Projections-Interim-2011-based,,49.5544,Total Households
E07000195,1999,Projections-Interim-2011-based,,50.3305,Total Households
E07000195,2021,Projections-Interim-2011-based,,56.336,Total Households
E07000195,2017,Projections-Interim-2011-based,,54.919,Total Households
E07000195,1994,Projections-Interim-2011-based,,49.7151,Total Households
E07000195,2018,Projections-Interim-2011-based,,55.299,Total Households
E07000195,2015,Projections-Interim-2011-based,,54.149,Total Households
E07000195,2013,Projections-Interim-2011-based,,53.363,Total Households
E07000195,1993,Projections-Interim-2011-based,,49.6791,Total Households
E07000195,2014,Projections-Interim-2011-based,,53.761,Total Households
E06000049,2013,Projections-Interim-2011-based,,161.776,Total Households
E06000049,2001,Projections-Interim-2011-based,,147.398,Total Households
E06000049,1994,Projections-Interim-2011-based,,140.258,Total Households
E06000049,1992,Projections-Interim-2011-based,,137.672,Total Households
E06000049,1993,Projections-Interim-2011-based,,138.877,Total Households
E06000049,1997,Projections-Interim-2011-based,,144.085,Total Households
E06000049,1991,Projections-Interim-2011-based,,136.53,Total Households
E06000049,1999,Projections-Interim-2011-based,,145.48,Total Households
E06000049,2014,Projections-Interim-2011-based,,162.817,Total Households
E06000049,2021,Projections-Interim-2011-based,,170.035,Total Households
E06000049,1998,Projections-Interim-2011-based,,145.007,Total Households
E06000049,2012,Projections-Interim-2011-based,,160.693,Total Households
E06000049,2020,Projections-Interim-2011-based,,169.07,Total Households
E06000049,2015,Projections-Interim-2011-based,,163.882,Total Households
E06000049,1995,Projections-Interim-2011-based,,141.898,Total Households
E06000049,2016,Projections-Interim-2011-based,,164.967,Total Households
E06000049,2000,Projections-Interim-2011-based,,146.396,Total Households
E06000049,2017,Projections-Interim-2011-based,,166.042,Total Households
E06000049,2011,Projections-Interim-2011-based,,159.624,Total Households
E06000049,2018,Projections-Interim-2011-based,,167.096,Total Households
E06000049,2019,Projections-Interim-2011-based,,168.098,Total Households
E06000049,1996,Projections-Interim-2011-based,,143.061,Total Households
E09000021,2012,Projections-Interim-2011-based,,65.377,Total Households
E09000021,2019,Projections-Interim-2011-based,,75.873,Total Households
E09000021,1992,Projections-Interim-2011-based,,56.6805,Total Households
E09000021,1998,Projections-Interim-2011-based,,58.3841,Total Households
E09000021,2021,Projections-Interim-2011-based,,78.693,Total Households
E09000021,2011,Projections-Interim-2011-based,,63.797,Total Households
E09000021,2018,Projections-Interim-2011-based,,74.428,Total Households
E09000021,1999,Projections-Interim-2011-based,,59.8459,Total Households
E09000021,1997,Projections-Interim-2011-based,,57.5573,Total Households
E09000021,2014,Projections-Interim-2011-based,,68.485,Total Households
E09000021,2017,Projections-Interim-2011-based,,72.972,Total Households
E09000021,2001,Projections-Interim-2011-based,,61.507,Total Households
E09000021,1993,Projections-Interim-2011-based,,56.8082,Total Households
E09000021,2016,Projections-Interim-2011-based,,71.506,Total Households
E09000021,2015,Projections-Interim-2011-based,,70,Total Households
E09000021,2020,Projections-Interim-2011-based,,77.291,Total Households
E09000021,1994,Projections-Interim-2011-based,,56.3739,Total Households
E09000021,1996,Projections-Interim-2011-based,,56.9877,Total Households
E09000021,1991,Projections-Interim-2011-based,,56.5103,Total Households
E09000021,1995,Projections-Interim-2011-based,,56.6334,Total Households
E09000021,2000,Projections-Interim-2011-based,,60.6005,Total Households
E09000021,2013,Projections-Interim-2011-based,,66.95,Total Households
E09000027,2013,Projections-Interim-2011-based,,82.359,Total Households
E09000027,1997,Projections-Interim-2011-based,,74.0308,Total Households
E09000027,1993,Projections-Interim-2011-based,,72.4424,Total Households
E09000027,1995,Projections-Interim-2011-based,,72.979,Total Households
E09000027,1992,Projections-Interim-2011-based,,72.4896,Total Households
E09000027,2011,Projections-Interim-2011-based,,80.068,Total Households
E09000027,2020,Projections-Interim-2011-based,,91.215,Total Households
E09000027,2017,Projections-Interim-2011-based,,87.262,Total Households
E09000027,2012,Projections-Interim-2011-based,,81.204,Total Households
E09000027,2018,Projections-Interim-2011-based,,88.559,Total Households
E09000027,2014,Projections-Interim-2011-based,,83.536,Total Households
E09000027,2001,Projections-Interim-2011-based,,76.343,Total Households
E09000027,2019,Projections-Interim-2011-based,,89.877,Total Households
E09000027,2000,Projections-Interim-2011-based,,75.7325,Total Households
E09000027,1991,Projections-Interim-2011-based,,72.737,Total Households
E09000027,1998,Projections-Interim-2011-based,,73.9703,Total Households
E09000027,2015,Projections-Interim-2011-based,,84.741,Total Households
E09000027,2021,Projections-Interim-2011-based,,92.56,Total Households
E09000027,2016,Projections-Interim-2011-based,,85.997,Total Households
E09000027,1999,Projections-Interim-2011-based,,75.4112,Total Households
E09000027,1996,Projections-Interim-2011-based,,73.6291,Total Households
E09000027,1994,Projections-Interim-2011-based,,72.4379,Total Households
E07000207,2015,Projections-Interim-2011-based,,54.985,Total Households
E07000207,2012,Projections-Interim-2011-based,,53.579,Total Households
E07000207,2000,Projections-Interim-2011-based,,50.324,Total Households
E07000207,2001,Projections-Interim-2011-based,,50.649,Total Households
E07000207,2019,Projections-Interim-2011-based,,57.111,Total Households
E07000207,1998,Projections-Interim-2011-based,,49.066,Total Households
E07000207,2017,Projections-Interim-2011-based,,56.025,Total Households
E07000207,1993,Projections-Interim-2011-based,,46.283,Total Households
E07000207,2014,Projections-Interim-2011-based,,54.459,Total Households
E07000207,1995,Projections-Interim-2011-based,,47.607,Total Households
E07000207,1999,Projections-Interim-2011-based,,49.9016,Total Households
E07000207,2020,Projections-Interim-2011-based,,57.677,Total Households
E07000207,1991,Projections-Interim-2011-based,,45.7416,Total Households
E07000207,2021,Projections-Interim-2011-based,,58.257,Total Households
E07000207,1997,Projections-Interim-2011-based,,48.798,Total Households
E07000207,1994,Projections-Interim-2011-based,,46.9759,Total Households
E07000207,1996,Projections-Interim-2011-based,,48.1624,Total Households
E07000207,2016,Projections-Interim-2011-based,,55.496,Total Households
E07000207,1992,Projections-Interim-2011-based,,45.6689,Total Households
E07000207,2013,Projections-Interim-2011-based,,53.995,Total Households
E07000207,2018,Projections-Interim-2011-based,,56.56,Total Households
E07000207,2011,Projections-Interim-2011-based,,53.135,Total Households
E10000030,1997,Projections-Interim-2011-based,,420.91,Total Households
E10000030,2011,Projections-Interim-2011-based,,457.006,Total Households
E10000030,2015,Projections-Interim-2011-based,,477.85,Total Households
E10000030,2020,Projections-Interim-2011-based,,504.883,Total Households
E10000030,1998,Projections-Interim-2011-based,,422.918,Total Households
E10000030,2018,Projections-Interim-2011-based,,493.948,Total Households
E10000030,2016,Projections-Interim-2011-based,,483.239,Total Households
E10000030,2021,Projections-Interim-2011-based,,510.425,Total Households
E10000030,2019,Projections-Interim-2011-based,,499.423,Total Households
E10000030,1991,Projections-Interim-2011-based,,403.488,Total Households
E10000030,2000,Projections-Interim-2011-based,,430.985,Total Households
E10000030,1999,Projections-Interim-2011-based,,428.494,Total Households
E10000030,1995,Projections-Interim-2011-based,,414.462,Total Households
E10000030,2001,Projections-Interim-2011-based,,433.787,Total Households
E10000030,2013,Projections-Interim-2011-based,,467.222,Total Households
E10000030,2014,Projections-Interim-2011-based,,472.483,Total Households
E10000030,2017,Projections-Interim-2011-based,,488.568,Total Households
E10000030,1993,Projections-Interim-2011-based,,408.872,Total Households
E10000030,2012,Projections-Interim-2011-based,,462.091,Total Households
E10000030,1994,Projections-Interim-2011-based,,411.697,Total Households
E10000030,1992,Projections-Interim-2011-based,,406.277,Total Households
E10000030,1996,Projections-Interim-2011-based,,416.728,Total Households
E07000209,2021,Projections-Interim-2011-based,,60.816,Total Households
E07000209,2012,Projections-Interim-2011-based,,54.86,Total Households
E07000209,1993,Projections-Interim-2011-based,,49.8699,Total Households
E07000209,2019,Projections-Interim-2011-based,,59.576,Total Households
E07000209,2001,Projections-Interim-2011-based,,52.426,Total Households
E07000209,2011,Projections-Interim-2011-based,,54.186,Total Households
E07000209,1991,Projections-Interim-2011-based,,49.3421,Total Households
E07000209,2016,Projections-Interim-2011-based,,57.632,Total Households
E07000209,2013,Projections-Interim-2011-based,,55.552,Total Households
E07000209,1992,Projections-Interim-2011-based,,49.8539,Total Households
E07000209,1998,Projections-Interim-2011-based,,50.6837,Total Households
E07000209,1995,Projections-Interim-2011-based,,49.6981,Total Households
E07000209,2018,Projections-Interim-2011-based,,58.915,Total Households
E07000209,2020,Projections-Interim-2011-based,,60.197,Total Households
E07000209,1996,Projections-Interim-2011-based,,49.7219,Total Households
E07000209,2015,Projections-Interim-2011-based,,56.957,Total Households
E07000209,1994,Projections-Interim-2011-based,,49.9291,Total Households
E07000209,2017,Projections-Interim-2011-based,,58.262,Total Households
E07000209,2000,Projections-Interim-2011-based,,51.894,Total Households
E07000209,1997,Projections-Interim-2011-based,,50.5528,Total Households
E07000209,2014,Projections-Interim-2011-based,,56.267,Total Households
E07000209,1999,Projections-Interim-2011-based,,51.4981,Total Households
E07000210,1993,Projections-Interim-2011-based,,32.6289,Total Households
E07000210,2019,Projections-Interim-2011-based,,38.977,Total Households
E07000210,2017,Projections-Interim-2011-based,,38.176,Total Households
E07000210,1994,Projections-Interim-2011-based,,32.7113,Total Households
E07000210,1991,Projections-Interim-2011-based,,32.3729,Total Households
E07000210,2016,Projections-Interim-2011-based,,37.784,Total Households
E07000210,2015,Projections-Interim-2011-based,,37.398,Total Households
E07000210,2012,Projections-Interim-2011-based,,36.299,Total Households
E07000210,1996,Projections-Interim-2011-based,,33.089,Total Households
E07000210,2014,Projections-Interim-2011-based,,37.018,Total Households
E07000210,2018,Projections-Interim-2011-based,,38.569,Total Households
E07000210,2001,Projections-Interim-2011-based,,33.666,Total Households
E07000210,1998,Projections-Interim-2011-based,,33.0446,Total Households
E07000210,1992,Projections-Interim-2011-based,,32.5215,Total Households
E07000210,2021,Projections-Interim-2011-based,,39.81,Total Households
E07000210,1997,Projections-Interim-2011-based,,33.2147,Total Households
E07000210,1999,Projections-Interim-2011-based,,33.5565,Total Households
E07000210,1995,Projections-Interim-2011-based,,32.9481,Total Households
E07000210,2000,Projections-Interim-2011-based,,33.4932,Total Households
E07000210,2020,Projections-Interim-2011-based,,39.387,Total Households
E07000210,2011,Projections-Interim-2011-based,,35.931,Total Households
E07000210,2013,Projections-Interim-2011-based,,36.656,Total Households
E07000213,1993,Projections-Interim-2011-based,,36.6648,Total Households
E07000213,2015,Projections-Interim-2011-based,,41.134,Total Households
E07000213,2012,Projections-Interim-2011-based,,39.966,Total Households
E07000213,2000,Projections-Interim-2011-based,,38.2497,Total Households
E07000213,2013,Projections-Interim-2011-based,,40.335,Total Households
E07000213,1996,Projections-Interim-2011-based,,37.424,Total Households
E07000213,2017,Projections-Interim-2011-based,,41.967,Total Households
E07000213,1995,Projections-Interim-2011-based,,37.2162,Total Households
E07000213,2014,Projections-Interim-2011-based,,40.726,Total Households
E07000213,1994,Projections-Interim-2011-based,,36.9997,Total Households
E07000213,2020,Projections-Interim-2011-based,,43.238,Total Households
E07000213,1992,Projections-Interim-2011-based,,36.431,Total Households
E07000213,1997,Projections-Interim-2011-based,,37.6264,Total Households
E07000213,2019,Projections-Interim-2011-based,,42.805,Total Households
E07000213,1998,Projections-Interim-2011-based,,37.6986,Total Households
E07000213,2011,Projections-Interim-2011-based,,39.611,Total Households
E07000213,2016,Projections-Interim-2011-based,,41.552,Total Households
E07000213,1999,Projections-Interim-2011-based,,38.1622,Total Households
E07000213,2021,Projections-Interim-2011-based,,43.669,Total Households
E07000213,2018,Projections-Interim-2011-based,,42.382,Total Households
E07000213,1991,Projections-Interim-2011-based,,35.9497,Total Households
E07000213,2001,Projections-Interim-2011-based,,38.38,Total Households
E07000212,1991,Projections-Interim-2011-based,,29.449,Total Households
E07000212,2011,Projections-Interim-2011-based,,32.749,Total Households
E07000212,1995,Projections-Interim-2011-based,,30.4921,Total Households
E07000212,2016,Projections-Interim-2011-based,,35.733,Total Households
E07000212,2018,Projections-Interim-2011-based,,36.848,Total Households
E07000212,2014,Projections-Interim-2011-based,,34.591,Total Households
E07000212,1998,Projections-Interim-2011-based,,31.4617,Total Households
E07000212,1997,Projections-Interim-2011-based,,30.9851,Total Households
E07000212,2001,Projections-Interim-2011-based,,31.738,Total Households
E07000212,2021,Projections-Interim-2011-based,,38.428,Total Households
E07000212,2015,Projections-Interim-2011-based,,35.174,Total Households
E07000212,1999,Projections-Interim-2011-based,,31.3403,Total Households
E07000212,2017,Projections-Interim-2011-based,,36.288,Total Households
E07000212,2012,Projections-Interim-2011-based,,33.339,Total Households
E07000212,2013,Projections-Interim-2011-based,,33.971,Total Households
E07000212,1994,Projections-Interim-2011-based,,30.1502,Total Households
E07000212,2020,Projections-Interim-2011-based,,37.929,Total Households
E07000212,2019,Projections-Interim-2011-based,,37.402,Total Households
E07000212,1993,Projections-Interim-2011-based,,29.9713,Total Households
E07000212,2000,Projections-Interim-2011-based,,31.6144,Total Households
E07000212,1992,Projections-Interim-2011-based,,29.7083,Total Households
E07000212,1996,Projections-Interim-2011-based,,30.8549,Total Households
E07000217,2001,Projections-Interim-2011-based,,37.036,Total Households
E07000217,2021,Projections-Interim-2011-based,,43.681,Total Households
E07000217,2019,Projections-Interim-2011-based,,42.846,Total Households
E07000217,1997,Projections-Interim-2011-based,,35.5885,Total Households
E07000217,2012,Projections-Interim-2011-based,,39.94,Total Households
