"Absolute Low Income","North Yorkshire","2017/18",13074,
"Absolute Low Income","North Yorkshire","2018/19",13374,
"Absolute Low Income","North Yorkshire","2019/20",14367,
"Absolute Low Income","North Yorkshire","2020/21 (p)",14519,
"Absolute Low Income","Barnsley","2014/15",10308,
"Absolute Low Income","Barnsley","2015/16",9635,
"Absolute Low Income","Barnsley","2016/17",9594,
"Absolute Low Income","Barnsley","2017/18",9541,
"Absolute Low Income","Barnsley","2018/19",10138,
"Absolute Low Income","Barnsley","2019/20",10861,
"Absolute Low Income","Barnsley","2020/21 (p)",11331,
"Absolute Low Income","Doncaster","2014/15",15467,
"Absolute Low Income","Doncaster","2015/16",14636,
"Absolute Low Income","Doncaster","2016/17",13895,
"Absolute Low Income","Doncaster","2017/18",13815,
"Absolute Low Income","Doncaster","2018/19",15037,
"Absolute Low Income","Doncaster","2019/20",15793,
"Absolute Low Income","Doncaster","2020/21 (p)",16063,
"Absolute Low Income","Rotherham","2014/15",12494,
"Absolute Low Income","Rotherham","2015/16",11987,
"Absolute Low Income","Rotherham","2016/17",11826,
"Absolute Low Income","Rotherham","2017/18",11740,
"Absolute Low Income","Rotherham","2018/19",12479,
"Absolute Low Income","Rotherham","2019/20",13477,
"Absolute Low Income","Rotherham","2020/21 (p)",13817,
"Absolute Low Income","Sheffield","2014/15",25673,
"Absolute Low Income","Sheffield","2015/16",25034,
"Absolute Low Income","Sheffield","2016/17",23979,
"Absolute Low Income","Sheffield","2017/18",24620,
"Absolute Low Income","Sheffield","2018/19",26531,
"Absolute Low Income","Sheffield","2019/20",28096,
"Absolute Low Income","Sheffield","2020/21 (p)",29467,
"Absolute Low Income","Bradford","2014/15",47806,
"Absolute Low Income","Bradford","2015/16",46148,
"Absolute Low Income","Bradford","2016/17",45074,
"Absolute Low Income","Bradford","2017/18",46038,
"Absolute Low Income","Bradford","2018/19",50500,
"Absolute Low Income","Bradford","2019/20",52517,
"Absolute Low Income","Bradford","2020/21 (p)",52778,
"Absolute Low Income","Calderdale","2014/15",9924,
"Absolute Low Income","Calderdale","2015/16",9301,
"Absolute Low Income","Calderdale","2016/17",9079,
"Absolute Low Income","Calderdale","2017/18",9315,
"Absolute Low Income","Calderdale","2018/19",9820,
"Absolute Low Income","Calderdale","2019/20",10485,
"Absolute Low Income","Calderdale","2020/21 (p)",10470,
"Absolute Low Income","Kirklees","2014/15",24045,
"Absolute Low Income","Kirklees","2015/16",22928,
"Absolute Low Income","Kirklees","2016/17",22299,
"Absolute Low Income","Kirklees","2017/18",22854,
"Absolute Low Income","Kirklees","2018/19",25304,
"Absolute Low Income","Kirklees","2019/20",26249,
"Absolute Low Income","Kirklees","2020/21 (p)",26731,
"Absolute Low Income","Leeds","2014/15",31437,
"Absolute Low Income","Leeds","2015/16",30819,
"Absolute Low Income","Leeds","2016/17",31459,
"Absolute Low Income","Leeds","2017/18",32485,
"Absolute Low Income","Leeds","2018/19",35319,
"Absolute Low Income","Leeds","2019/20",37351,
"Absolute Low Income","Leeds","2020/21 (p)",39016,
"Absolute Low Income","Wakefield","2014/15",12926,
"Absolute Low Income","Wakefield","2015/16",12445,
"Absolute Low Income","Wakefield","2016/17",12255,
"Absolute Low Income","Wakefield","2017/18",12259,
"Absolute Low Income","Wakefield","2018/19",13497,
"Absolute Low Income","Wakefield","2019/20",14230,
"Absolute Low Income","Wakefield","2020/21 (p)",14831,
"Absolute Low Income","Derby","2014/15",13717,
"Absolute Low Income","Derby","2015/16",15059,
"Absolute Low Income","Derby","2016/17",14914,
"Absolute Low Income","Derby","2017/18",13998,
"Absolute Low Income","Derby","2018/19",12596,
"Absolute Low Income","Derby","2019/20",13244,
"Absolute Low Income","Derby","2020/21 (p)",11310,
"Absolute Low Income","Leicester","2014/15",25310,
"Absolute Low Income","Leicester","2015/16",28564,
"Absolute Low Income","Leicester","2016/17",28785,
"Absolute Low Income","Leicester","2017/18",26552,
"Absolute Low Income","Leicester","2018/19",23940,
"Absolute Low Income","Leicester","2019/20",25472,
"Absolute Low Income","Leicester","2020/21 (p)",21056,
"Absolute Low Income","North Northamptonshire","2014/15",11384,
"Absolute Low Income","North Northamptonshire","2015/16",12396,
"Absolute Low Income","North Northamptonshire","2016/17",12415,
"Absolute Low Income","North Northamptonshire","2017/18",11166,
"Absolute Low Income","North Northamptonshire","2018/19",9703,
"Absolute Low Income","North Northamptonshire","2019/20",11095,
"Absolute Low Income","North Northamptonshire","2020/21 (p)",9256,
"Absolute Low Income","Nottingham","2014/15",17441,
"Absolute Low Income","Nottingham","2015/16",19708,
"Absolute Low Income","Nottingham","2016/17",19809,
"Absolute Low Income","Nottingham","2017/18",18704,
"Absolute Low Income","Nottingham","2018/19",16144,
"Absolute Low Income","Nottingham","2019/20",17276,
"Absolute Low Income","Nottingham","2020/21 (p)",14229,
"Absolute Low Income","Rutland","2014/15",647,
"Absolute Low Income","Rutland","2015/16",727,
"Absolute Low Income","Rutland","2016/17",686,
"Absolute Low Income","Rutland","2017/18",601,
"Absolute Low Income","Rutland","2018/19",519,
"Absolute Low Income","Rutland","2019/20",641,
"Absolute Low Income","Rutland","2020/21 (p)",562,
"Absolute Low Income","West Northamptonshire","2014/15",12182,
"Absolute Low Income","West Northamptonshire","2015/16",13256,
"Absolute Low Income","West Northamptonshire","2016/17",13208,
"Absolute Low Income","West Northamptonshire","2017/18",12208,
"Absolute Low Income","West Northamptonshire","2018/19",10973,
"Absolute Low Income","West Northamptonshire","2019/20",11800,
"Absolute Low Income","West Northamptonshire","2020/21 (p)",10968,
"Absolute Low Income","Derbyshire","2014/15",23231,
"Absolute Low Income","Derbyshire","2015/16",24338,
"Absolute Low Income","Derbyshire","2016/17",23608,
"Absolute Low Income","Derbyshire","2017/18",21451,
"Absolute Low Income","Derbyshire","2018/19",18407,
"Absolute Low Income","Derbyshire","2019/20",20521,
"Absolute Low Income","Derbyshire","2020/21 (p)",17092,
"Absolute Low Income","Leicestershire","2014/15",16904,
"Absolute Low Income","Leicestershire","2015/16",17541,
"Absolute Low Income","Leicestershire","2016/17",17640,
"Absolute Low Income","Leicestershire","2017/18",16379,
"Absolute Low Income","Leicestershire","2018/19",14323,
"Absolute Low Income","Leicestershire","2019/20",15961,
"Absolute Low Income","Leicestershire","2020/21 (p)",14132,
"Absolute Low Income","Lincolnshire","2014/15",24724,
"Absolute Low Income","Lincolnshire","2015/16",26556,
"Absolute Low Income","Lincolnshire","2016/17",26105,
"Absolute Low Income","Lincolnshire","2017/18",24275,
"Absolute Low Income","Lincolnshire","2018/19",21106,
"Absolute Low Income","Lincolnshire","2019/20",23013,
"Absolute Low Income","Lincolnshire","2020/21 (p)",18925,
"Absolute Low Income","Nottinghamshire","2014/15",25443,
"Absolute Low Income","Nottinghamshire","2015/16",27383,
"Absolute Low Income","Nottinghamshire","2016/17",26553,
"Absolute Low Income","Nottinghamshire","2017/18",24246,
"Absolute Low Income","Nottinghamshire","2018/19",20953,
"Absolute Low Income","Nottinghamshire","2019/20",23144,
"Absolute Low Income","Nottinghamshire","2020/21 (p)",19526,
"Absolute Low Income","Herefordshire, County of","2014/15",5281,
"Absolute Low Income","Herefordshire, County of","2015/16",5377,
"Absolute Low Income","Herefordshire, County of","2016/17",5013,
"Absolute Low Income","Herefordshire, County of","2017/18",5085,
"Absolute Low Income","Herefordshire, County of","2018/19",4971,
"Absolute Low Income","Herefordshire, County of","2019/20",5265,
"Absolute Low Income","Herefordshire, County of","2020/21 (p)",5264,
"Absolute Low Income","Shropshire","2014/15",8239,
"Absolute Low Income","Shropshire","2015/16",8308,
"Absolute Low Income","Shropshire","2016/17",7970,
"Absolute Low Income","Shropshire","2017/18",7882,
"Absolute Low Income","Shropshire","2018/19",7703,
"Absolute Low Income","Shropshire","2019/20",8793,
"Absolute Low Income","Shropshire","2020/21 (p)",8922,
"Absolute Low Income","Stoke-on-Trent","2014/15",14804,
"Absolute Low Income","Stoke-on-Trent","2015/16",15612,
"Absolute Low Income","Stoke-on-Trent","2016/17",15381,
"Absolute Low Income","Stoke-on-Trent","2017/18",15866,
"Absolute Low Income","Stoke-on-Trent","2018/19",15674,
"Absolute Low Income","Stoke-on-Trent","2019/20",17879,
"Absolute Low Income","Stoke-on-Trent","2020/21 (p)",17053,
"Absolute Low Income","Telford and Wrekin","2014/15",6205,
"Absolute Low Income","Telford and Wrekin","2015/16",6660,
"Absolute Low Income","Telford and Wrekin","2016/17",6373,
"Absolute Low Income","Telford and Wrekin","2017/18",6573,
"Absolute Low Income","Telford and Wrekin","2018/19",6475,
"Absolute Low Income","Telford and Wrekin","2019/20",7961,
"Absolute Low Income","Telford and Wrekin","2020/21 (p)",7505,
"Absolute Low Income","Staffordshire","2014/15",23600,
"Absolute Low Income","Staffordshire","2015/16",24174,
"Absolute Low Income","Staffordshire","2016/17",22867,
"Absolute Low Income","Staffordshire","2017/18",23011,
"Absolute Low Income","Staffordshire","2018/19",22643,
"Absolute Low Income","Staffordshire","2019/20",26480,
"Absolute Low Income","Staffordshire","2020/21 (p)",26260,
"Absolute Low Income","Warwickshire","2014/15",13394,
"Absolute Low Income","Warwickshire","2015/16",14045,
"Absolute Low Income","Warwickshire","2016/17",13165,
"Absolute Low Income","Warwickshire","2017/18",13023,
"Absolute Low Income","Warwickshire","2018/19",12499,
"Absolute Low Income","Warwickshire","2019/20",14259,
"Absolute Low Income","Warwickshire","2020/21 (p)",13831,
"Absolute Low Income","Birmingham","2014/15",84478,
"Absolute Low Income","Birmingham","2015/16",89236,
"Absolute Low Income","Birmingham","2016/17",86912,
"Absolute Low Income","Birmingham","2017/18",90302,
"Absolute Low Income","Birmingham","2018/19",91718,
"Absolute Low Income","Birmingham","2019/20",99211,
"Absolute Low Income","Birmingham","2020/21 (p)",95447,
"Absolute Low Income","Coventry","2014/15",14721,
"Absolute Low Income","Coventry","2015/16",16343,
"Absolute Low Income","Coventry","2016/17",15295,
"Absolute Low Income","Coventry","2017/18",15806,
"Absolute Low Income","Coventry","2018/19",15375,
"Absolute Low Income","Coventry","2019/20",17202,
"Absolute Low Income","Coventry","2020/21 (p)",16631,
"Absolute Low Income","Dudley","2014/15",13415,
"Absolute Low Income","Dudley","2015/16",14040,
"Absolute Low Income","Dudley","2016/17",13766,
"Absolute Low Income","Dudley","2017/18",14166,
"Absolute Low Income","Dudley","2018/19",14008,
"Absolute Low Income","Dudley","2019/20",15879,
"Absolute Low Income","Dudley","2020/21 (p)",15475,
"Absolute Low Income","Sandwell","2014/15",21087,
"Absolute Low Income","Sandwell","2015/16",22879,
"Absolute Low Income","Sandwell","2016/17",22184,
"Absolute Low Income","Sandwell","2017/18",23166,
"Absolute Low Income","Sandwell","2018/19",23439,
"Absolute Low Income","Sandwell","2019/20",25979,
"Absolute Low Income","Sandwell","2020/21 (p)",24748,
"Absolute Low Income","Solihull","2014/15",5332,
"Absolute Low Income","Solihull","2015/16",5411,
"Absolute Low Income","Solihull","2016/17",5225,
"Absolute Low Income","Solihull","2017/18",5140,
"Absolute Low Income","Solihull","2018/19",5116,
"Absolute Low Income","Solihull","2019/20",5738,
"Absolute Low Income","Solihull","2020/21 (p)",5660,
"Absolute Low Income","Walsall","2014/15",16300,
"Absolute Low Income","Walsall","2015/16",17039,
"Absolute Low Income","Walsall","2016/17",16830,
"Absolute Low Income","Walsall","2017/18",17488,
"Absolute Low Income","Walsall","2018/19",17910,
"Absolute Low Income","Walsall","2019/20",19982,
"Absolute Low Income","Walsall","2020/21 (p)",19049,
"Absolute Low Income","Wolverhampton","2014/15",14378,
"Absolute Low Income","Wolverhampton","2015/16",15037,
"Absolute Low Income","Wolverhampton","2016/17",14591,
"Absolute Low Income","Wolverhampton","2017/18",15107,
"Absolute Low Income","Wolverhampton","2018/19",15480,
"Absolute Low Income","Wolverhampton","2019/20",17220,
"Absolute Low Income","Wolverhampton","2020/21 (p)",16297,
"Absolute Low Income","Worcestershire","2014/15",16170,
"Absolute Low Income","Worcestershire","2015/16",16509,
"Absolute Low Income","Worcestershire","2016/17",15351,
"Absolute Low Income","Worcestershire","2017/18",15520,
"Absolute Low Income","Worcestershire","2018/19",15173,
"Absolute Low Income","Worcestershire","2019/20",17357,
"Absolute Low Income","Worcestershire","2020/21 (p)",16955,
"Absolute Low Income","Bedford","2014/15",6707,
"Absolute Low Income","Bedford","2015/16",6449,
"Absolute Low Income","Bedford","2016/17",5833,
"Absolute Low Income","Bedford","2017/18",5970,
"Absolute Low Income","Bedford","2018/19",6069,
"Absolute Low Income","Bedford","2019/20",5806,
"Absolute Low Income","Bedford","2020/21 (p)",5593,
"Absolute Low Income","Central Bedfordshire","2014/15",6699,
"Absolute Low Income","Central Bedfordshire","2015/16",6428,
"Absolute Low Income","Central Bedfordshire","2016/17",5782,
